comp,year,round_no,match_no,comedian_name,comedian_number,seat_no,score
m1,2006,1,,チュートリアル,,6,95
m1,2006,1,,チュートリアル,,7,97
m1,2006,1,,変ホ長調,,1,88
m1,2006,1,,変ホ長調,,2,83
m1,2006,1,,変ホ長調,,3,85
m1,2006,1,,変ホ長調,,4,79
m1,2006,1,,変ホ長調,,5,84
m1,2006,1,,変ホ長調,,6,75
m1,2006,1,,変ホ長調,,7,82
m1,2006,1,,笑い飯,,1,92
m1,2006,1,,笑い飯,,2,89
m1,2006,1,,笑い飯,,3,90
m1,2006,1,,笑い飯,,4,85
m1,2006,1,,笑い飯,,5,92
m1,2006,1,,笑い飯,,6,89
m1,2006,1,,笑い飯,,7,89
m1,2006,1,,ライセンス,,1,89
m1,2006,1,,ライセンス,,2,83
m1,2006,1,,ライセンス,,3,89
m1,2006,1,,ライセンス,,4,88
m1,2006,1,,ライセンス,,5,90
m1,2006,1,,ライセンス,,6,85
m1,2006,1,,ライセンス,,7,85
m1,2005,2,,麒麟,,1,0
m1,2005,2,,麒麟,,2,0
m1,2005,2,,麒麟,,3,0
m1,2005,2,,麒麟,,4,0
m1,2005,2,,麒麟,,5,0
m1,2005,2,,麒麟,,6,0
m1,2005,2,,麒麟,,7,0
m1,2005,2,,笑い飯,,1,0
m1,2005,2,,笑い飯,,2,1
m1,2005,2,,笑い飯,,3,1
m1,2005,2,,笑い飯,,4,1
m1,2005,2,,笑い飯,,5,0
m1,2005,2,,笑い飯,,6,0
m1,2005,2,,笑い飯,,7,0
m1,2005,2,,ブラックマヨネーズ,,1,1
m1,2005,2,,ブラックマヨネーズ,,2,0
m1,2005,2,,ブラックマヨネーズ,,3,0
m1,2005,2,,ブラックマヨネーズ,,4,0
m1,2005,2,,ブラックマヨネーズ,,5,1
m1,2005,2,,ブラックマヨネーズ,,6,1
m1,2005,2,,ブラックマヨネーズ,,7,1
m1,2005,1,,笑い飯,,1,95
m1,2005,1,,笑い飯,,2,92
m1,2005,1,,笑い飯,,3,91
m1,2005,1,,笑い飯,,4,85
m1,2005,1,,笑い飯,,5,90
m1,2005,1,,笑い飯,,6,95
m1,2005,1,,笑い飯,,7,85
m1,2005,1,,アジアン,,1,90
m1,2005,1,,アジアン,,2,86
m1,2005,1,,アジアン,,3,81
m1,2005,1,,アジアン,,4,82
m1,2005,1,,アジアン,,5,80
m1,2005,1,,アジアン,,6,70
m1,2005,1,,アジアン,,7,75
m1,2005,1,,南海キャンディーズ,,1,88
m1,2005,1,,南海キャンディーズ,,2,80
m1,2005,1,,南海キャンディーズ,,3,79
m1,2005,1,,南海キャンディーズ,,4,79
m1,2005,1,,南海キャンディーズ,,5,79
m1,2005,1,,南海キャンディーズ,,6,75
m1,2005,1,,南海キャンディーズ,,7,72
m1,2005,1,,チュートリアル,,1,91
m1,2005,1,,チュートリアル,,2,95
m1,2005,1,,チュートリアル,,3,86
m1,2005,1,,チュートリアル,,4,84
m1,2005,1,,チュートリアル,,5,86
m1,2005,1,,チュートリアル,,6,95
m1,2005,1,,チュートリアル,,7,85
m1,2005,1,,ブラックマヨネーズ,,1,96
m1,2005,1,,ブラックマヨネーズ,,2,94
m1,2005,1,,ブラックマヨネーズ,,3,96
m1,2005,1,,ブラックマヨネーズ,,4,90
m1,2005,1,,ブラックマヨネーズ,,5,93
m1,2005,1,,ブラックマヨネーズ,,6,95
m1,2005,1,,ブラックマヨネーズ,,7,95
m1,2005,1,,品川庄司,,1,89
m1,2005,1,,品川庄司,,2,91
m1,2005,1,,品川庄司,,3,95
m1,2005,1,,品川庄司,,4,89
m1,2005,1,,品川庄司,,5,87
m1,2005,1,,品川庄司,,6,90
m1,2005,1,,品川庄司,,7,85
m1,2005,1,,タイムマシーン3号,,1,88
m1,2005,1,,タイムマシーン3号,,2,85
m1,2005,1,,タイムマシーン3号,,3,82
m1,2005,1,,タイムマシーン3号,,4,82
m1,2005,1,,タイムマシーン3号,,5,83
m1,2005,1,,タイムマシーン3号,,6,75
m1,2005,1,,タイムマシーン3号,,7,76
m1,2005,1,,麒麟,,1,97
m1,2005,1,,麒麟,,2,95
m1,2005,1,,麒麟,,3,95
m1,2005,1,,麒麟,,4,90
m1,2005,1,,麒麟,,5,91
m1,2005,1,,麒麟,,6,90
m1,2005,1,,麒麟,,7,88
m1,2005,1,,千鳥,,1,93
m1,2005,1,,千鳥,,2,89
m1,2005,1,,千鳥,,3,86
m1,2005,1,,千鳥,,4,88
m1,2005,1,,千鳥,,5,89
m1,2005,1,,千鳥,,6,80
m1,2005,1,,千鳥,,7,82
m1,2004,2,,アンタッチャブル,,1,0
m1,2004,2,,アンタッチャブル,,2,1
m1,2004,2,,アンタッチャブル,,3,1
m1,2004,2,,アンタッチャブル,,4,1
m1,2004,2,,アンタッチャブル,,5,1
m1,2004,2,,アンタッチャブル,,6,1
m1,2004,2,,アンタッチャブル,,7,1
m1,2004,2,,麒麟,,1,0
m1,2004,2,,麒麟,,2,0
m1,2004,2,,麒麟,,3,0
m1,2004,2,,麒麟,,4,0
m1,2004,2,,麒麟,,5,0
m1,2004,2,,麒麟,,6,0
m1,2004,2,,麒麟,,7,0
m1,2004,2,,南海キャンディーズ,,1,1
m1,2004,2,,南海キャンディーズ,,2,0
m1,2004,2,,南海キャンディーズ,,3,0
m1,2004,2,,南海キャンディーズ,,4,0
m1,2004,2,,南海キャンディーズ,,5,0
m1,2004,2,,南海キャンディーズ,,6,0
m1,2004,2,,南海キャンディーズ,,7,0
m1,2004,1,,千鳥,,1,93
m1,2004,1,,千鳥,,2,82
m1,2004,1,,千鳥,,3,82
m1,2004,1,,千鳥,,4,78
m1,2004,1,,千鳥,,5,81
m1,2004,1,,千鳥,,6,83
m1,2004,1,,千鳥,,7,83
m1,2004,1,,タカアンドトシ,,1,95
m1,2004,1,,タカアンドトシ,,2,90
m1,2004,1,,タカアンドトシ,,3,85
m1,2004,1,,タカアンドトシ,,4,91
m1,2004,1,,タカアンドトシ,,5,82
m1,2004,1,,タカアンドトシ,,6,86
m1,2004,1,,タカアンドトシ,,7,86
m1,2004,1,,東京ダイナマイト,,1,89
m1,2004,1,,東京ダイナマイト,,2,86
m1,2004,1,,東京ダイナマイト,,3,87
m1,2004,1,,東京ダイナマイト,,4,83
m1,2004,1,,東京ダイナマイト,,5,76
m1,2004,1,,東京ダイナマイト,,6,80
m1,2004,1,,東京ダイナマイト,,7,82
m1,2004,1,,トータルテンボス,,1,88
m1,2004,1,,トータルテンボス,,2,88
m1,2004,1,,トータルテンボス,,3,84
m1,2004,1,,トータルテンボス,,4,84
m1,2004,1,,トータルテンボス,,5,79
m1,2004,1,,トータルテンボス,,6,84
m1,2004,1,,トータルテンボス,,7,80
m1,2004,1,,南海キャンディーズ,,1,94
m1,2004,1,,南海キャンディーズ,,2,95
m1,2004,1,,南海キャンディーズ,,3,90
m1,2004,1,,南海キャンディーズ,,4,92
m1,2004,1,,南海キャンディーズ,,5,86
m1,2004,1,,南海キャンディーズ,,6,92
m1,2004,1,,南海キャンディーズ,,7,90
m1,2004,1,,POISON GIRL BAND,,1,90
m1,2004,1,,POISON GIRL BAND,,2,89
m1,2004,1,,POISON GIRL BAND,,3,88
m1,2004,1,,POISON GIRL BAND,,4,81
m1,2004,1,,POISON GIRL BAND,,5,83
m1,2004,1,,POISON GIRL BAND,,6,85
m1,2004,1,,POISON GIRL BAND,,7,87
m1,2004,1,,笑い飯,,1,95
m1,2004,1,,笑い飯,,2,89
m1,2004,1,,笑い飯,,3,85
m1,2004,1,,笑い飯,,4,91
m1,2004,1,,笑い飯,,5,82
m1,2004,1,,笑い飯,,6,89
m1,2004,1,,笑い飯,,7,84
m1,2004,1,,アンタッチャブル,,1,97
m1,2004,1,,アンタッチャブル,,2,96
m1,2004,1,,アンタッチャブル,,3,95
m1,2004,1,,アンタッチャブル,,4,97
m1,2004,1,,アンタッチャブル,,5,95
m1,2004,1,,アンタッチャブル,,6,96
m1,2004,1,,アンタッチャブル,,7,97
m1,2004,1,,麒麟,,1,96
m1,2004,1,,麒麟,,2,92
m1,2004,1,,麒麟,,3,88
m1,2004,1,,麒麟,,4,92
m1,2004,1,,麒麟,,5,89
m1,2004,1,,麒麟,,6,88
m1,2004,1,,麒麟,,7,89
m1,2003,2,,笑い飯,,1,0
m1,2003,2,,笑い飯,,2,0
m1,2003,2,,笑い飯,,3,0
m1,2003,2,,笑い飯,,4,0
m1,2003,2,,笑い飯,,5,1
m1,2003,2,,笑い飯,,6,1
m1,2003,2,,笑い飯,,7,1
m1,2003,2,,アンタッチャブル,,1,0
m1,2003,2,,アンタッチャブル,,2,0
m1,2003,2,,アンタッチャブル,,3,0
m1,2003,2,,アンタッチャブル,,4,0
m1,2003,2,,アンタッチャブル,,5,0
m1,2003,2,,アンタッチャブル,,6,0
m1,2003,2,,アンタッチャブル,,7,0
m1,2003,2,,フットボールアワー,,1,1
m1,2003,2,,フットボールアワー,,2,1
m1,2003,2,,フットボールアワー,,3,1
m1,2003,2,,フットボールアワー,,4,1
m1,2003,2,,フットボールアワー,,5,0
m1,2003,2,,フットボールアワー,,6,0
m1,2003,2,,フットボールアワー,,7,0
m1,2003,1,,千鳥,,1,80
m1,2003,1,,千鳥,,2,79
m1,2003,1,,千鳥,,3,84
m1,2003,1,,千鳥,,4,75
m1,2003,1,,千鳥,,5,82
m1,2003,1,,千鳥,,6,70
m1,2003,1,,千鳥,,7,82
m1,2003,1,,麒麟,,1,82
m1,2003,1,,麒麟,,2,75
m1,2003,1,,麒麟,,3,78
m1,2003,1,,麒麟,,4,84
m1,2003,1,,麒麟,,5,76
m1,2003,1,,麒麟,,6,75
m1,2003,1,,麒麟,,7,84
m1,2003,1,,スピードワゴン,,1,79
m1,2003,1,,スピードワゴン,,2,82
m1,2003,1,,スピードワゴン,,3,86
m1,2003,1,,スピードワゴン,,4,85
m1,2003,1,,スピードワゴン,,5,81
m1,2003,1,,スピードワゴン,,6,74
m1,2003,1,,スピードワゴン,,7,85
m1,2003,1,,笑い飯,,1,95
m1,2003,1,,笑い飯,,2,90
m1,2003,1,,笑い飯,,3,92
m1,2003,1,,笑い飯,,4,95
m1,2003,1,,笑い飯,,5,90
m1,2003,1,,笑い飯,,6,95
m1,2003,1,,笑い飯,,7,99
m1,2003,1,,2丁拳銃,,1,86
m1,2003,1,,2丁拳銃,,2,83
m1,2003,1,,2丁拳銃,,3,86
m1,2003,1,,2丁拳銃,,4,95
m1,2003,1,,2丁拳銃,,5,87
m1,2003,1,,2丁拳銃,,6,80
m1,2003,1,,2丁拳銃,,7,91
m1,2003,1,,アメリカザリガニ,,1,81
m1,2003,1,,アメリカザリガニ,,2,76
m1,2003,1,,アメリカザリガニ,,3,83
m1,2003,1,,アメリカザリガニ,,4,90
m1,2003,1,,アメリカザリガニ,,5,84
m1,2003,1,,アメリカザリガニ,,6,70
m1,2003,1,,アメリカザリガニ,,7,80
m1,2003,1,,フットボールアワー,,1,98
m1,2003,1,,フットボールアワー,,2,89
m1,2003,1,,フットボールアワー,,3,95
m1,2003,1,,フットボールアワー,,4,97
m1,2003,1,,フットボールアワー,,5,89
m1,2003,1,,フットボールアワー,,6,97
m1,2003,1,,フットボールアワー,,7,98
m1,2003,1,,りあるキッズ,,1,84
m1,2003,1,,りあるキッズ,,2,83
m1,2003,1,,りあるキッズ,,3,85
m1,2003,1,,りあるキッズ,,4,93
m1,2003,1,,りあるキッズ,,5,81
m1,2003,1,,りあるキッズ,,6,85
m1,2003,1,,りあるキッズ,,7,90
m1,2003,1,,アンタッチャブル,,1,86
m1,2003,1,,アンタッチャブル,,2,87
m1,2003,1,,アンタッチャブル,,3,92
m1,2003,1,,アンタッチャブル,,4,90
m1,2003,1,,アンタッチャブル,,5,85
m1,2003,1,,アンタッチャブル,,6,84
m1,2003,1,,アンタッチャブル,,7,92
m1,2002,2,,フットボールアワー,,1,0
m1,2002,2,,フットボールアワー,,2,0
m1,2002,2,,フットボールアワー,,3,0
m1,2002,2,,フットボールアワー,,4,0
m1,2002,2,,フットボールアワー,,5,1
m1,2002,2,,フットボールアワー,,6,1
m1,2002,2,,フットボールアワー,,7,0
m1,2002,2,,笑い飯,,1,0
m1,2002,2,,笑い飯,,2,0
m1,2002,2,,笑い飯,,3,0
m1,2002,2,,笑い飯,,4,0
m1,2002,2,,笑い飯,,5,0
m1,2002,2,,笑い飯,,6,0
m1,2002,2,,笑い飯,,7,0
m1,2002,2,,ますだおかだ,,1,1
m1,2002,2,,ますだおかだ,,2,1
m1,2002,2,,ますだおかだ,,3,1
m1,2002,2,,ますだおかだ,,4,1
m1,2002,2,,ますだおかだ,,5,0
m1,2002,2,,ますだおかだ,,6,0
m1,2002,2,,ますだおかだ,,7,1
m1,2002,1,,ハリガネロック,,1,70
m1,2002,1,,ハリガネロック,,2,85
m1,2002,1,,ハリガネロック,,3,86
m1,2002,1,,ハリガネロック,,4,81
m1,2002,1,,ハリガネロック,,5,83
m1,2002,1,,ハリガネロック,,6,65
m1,2002,1,,ハリガネロック,,7,75
m1,2002,1,,ますだおかだ,,1,80
m1,2002,1,,ますだおかだ,,2,95
m1,2002,1,,ますだおかだ,,3,96
m1,2002,1,,ますだおかだ,,4,90
m1,2002,1,,ますだおかだ,,5,92
m1,2002,1,,ますだおかだ,,6,70
m1,2002,1,,ますだおかだ,,7,89
m1,2002,1,,ダイノジ,,1,70
m1,2002,1,,ダイノジ,,2,84
m1,2002,1,,ダイノジ,,3,81
m1,2002,1,,ダイノジ,,4,78
m1,2002,1,,ダイノジ,,5,78
m1,2002,1,,ダイノジ,,6,60
m1,2002,1,,ダイノジ,,7,83
m1,2002,1,,テツandトモ,,1,70
m1,2002,1,,テツandトモ,,2,90
m1,2002,1,,テツandトモ,,3,79
m1,2002,1,,テツandトモ,,4,82
m1,2002,1,,テツandトモ,,5,77
m1,2002,1,,テツandトモ,,6,65
m1,2002,1,,テツandトモ,,7,76
m1,2002,1,,フットボールアワー,,1,70
m1,2002,1,,フットボールアワー,,2,97
m1,2002,1,,フットボールアワー,,3,94
m1,2002,1,,フットボールアワー,,4,95
m1,2002,1,,フットボールアワー,,5,91
m1,2002,1,,フットボールアワー,,6,85
m1,2002,1,,フットボールアワー,,7,89
m1,2002,1,,笑い飯,,1,70
m1,2002,1,,笑い飯,,2,83
m1,2002,1,,笑い飯,,3,84
m1,2002,1,,笑い飯,,4,84
m1,2002,1,,笑い飯,,5,80
m1,2002,1,,笑い飯,,6,80
m1,2002,1,,笑い飯,,7,86
m1,2002,1,,おぎやはぎ,,1,80
m1,2002,1,,おぎやはぎ,,2,82
m1,2002,1,,おぎやはぎ,,3,85
m1,2002,1,,おぎやはぎ,,4,79
m1,2002,1,,おぎやはぎ,,5,79
m1,2002,1,,おぎやはぎ,,6,80
m1,2002,1,,おぎやはぎ,,7,76
m1,2002,1,,アメリカザリガニ,,1,70
m1,2002,1,,アメリカザリガニ,,2,83
m1,2002,1,,アメリカザリガニ,,3,83
m1,2002,1,,アメリカザリガニ,,4,78
m1,2002,1,,アメリカザリガニ,,5,78
m1,2002,1,,アメリカザリガニ,,6,60
m1,2002,1,,アメリカザリガニ,,7,73
m1,2002,1,,スピードワゴン,,1,50
m1,2002,1,,スピードワゴン,,2,85
m1,2002,1,,スピードワゴン,,3,86
m1,2002,1,,スピードワゴン,,4,86
m1,2002,1,,スピードワゴン,,5,80
m1,2002,1,,スピードワゴン,,6,75
m1,2002,1,,スピードワゴン,,7,73
m1,2001,2,,中川家,,1,0
m1,2001,2,,中川家,,2,1
m1,2001,2,,中川家,,3,1
m1,2001,2,,中川家,,4,1
m1,2001,2,,中川家,,5,1
m1,2001,2,,中川家,,6,1
m1,2001,2,,中川家,,7,1
m1,2001,2,,ハリガネロック,,1,1
m1,2001,2,,ハリガネロック,,2,0
m1,2001,2,,ハリガネロック,,3,0
m1,2001,2,,ハリガネロック,,4,0
m1,2001,2,,ハリガネロック,,5,0
m1,2001,2,,ハリガネロック,,6,0
m1,2001,2,,ハリガネロック,,7,0
m1,2001,1,,中川家,,1,91
m1,2001,1,,中川家,,2,90
m1,2001,1,,中川家,,3,90
m1,2001,1,,中川家,,4,90
m1,2001,1,,中川家,,5,85
m1,2001,1,,中川家,,6,70
m1,2001,1,,中川家,,7,80
m1,2001,1,,中川家,,8,65
m1,2001,1,,中川家,,9,89
m1,2001,1,,中川家,,10,79
m1,2001,1,,フットボールアワー,,1,90
m1,2001,1,,フットボールアワー,,2,80
m1,2001,1,,フットボールアワー,,3,80
m1,2001,1,,フットボールアワー,,4,82
m1,2001,1,,フットボールアワー,,5,82
m1,2001,1,,フットボールアワー,,6,55
m1,2001,1,,フットボールアワー,,7,66
m1,2001,1,,フットボールアワー,,8,62
m1,2001,1,,フットボールアワー,,9,83
m1,2001,1,,フットボールアワー,,10,46
m1,2001,1,,チュートリアル,,1,80
m1,2001,1,,チュートリアル,,2,75
m1,2001,1,,チュートリアル,,3,75
m1,2001,1,,チュートリアル,,4,68
m1,2001,1,,チュートリアル,,5,75
m1,2001,1,,チュートリアル,,6,50
m1,2001,1,,チュートリアル,,7,60
m1,2001,1,,チュートリアル,,8,38
m1,2001,1,,チュートリアル,,9,67
m1,2001,1,,チュートリアル,,10,49
m1,2001,1,,アメリカザリガニ,,1,88
m1,2001,1,,アメリカザリガニ,,2,85
m1,2001,1,,アメリカザリガニ,,3,80
m1,2001,1,,アメリカザリガニ,,4,92
m1,2001,1,,アメリカザリガニ,,5,84
m1,2001,1,,アメリカザリガニ,,6,65
m1,2001,1,,アメリカザリガニ,,7,74
m1,2001,1,,アメリカザリガニ,,8,84
m1,2001,1,,アメリカザリガニ,,9,57
m1,2001,1,,アメリカザリガニ,,10,87
m1,2001,1,,おぎやはぎ,,1,77
m1,2001,1,,おぎやはぎ,,2,80
m1,2001,1,,おぎやはぎ,,3,75
m1,2001,1,,おぎやはぎ,,4,82
m1,2001,1,,おぎやはぎ,,5,73
m1,2001,1,,おぎやはぎ,,6,60
m1,2001,1,,おぎやはぎ,,7,50
m1,2001,1,,おぎやはぎ,,8,22
m1,2001,1,,おぎやはぎ,,9,9
m1,2001,1,,おぎやはぎ,,10,12
m1,2001,1,,キングコング,,1,95
m1,2001,1,,キングコング,,2,75
m1,2001,1,,キングコング,,3,70
m1,2001,1,,キングコング,,4,76
m1,2001,1,,キングコング,,5,83
m1,2001,1,,キングコング,,6,55
m1,2001,1,,キングコング,,7,74
m1,2001,1,,キングコング,,8,64
m1,2001,1,,キングコング,,9,55
m1,2001,1,,キングコング,,10,60
m1,2001,1,,麒麟,,1,79
m1,2001,1,,麒麟,,2,75
m1,2001,1,,麒麟,,3,65
m1,2001,1,,麒麟,,4,90
m1,2001,1,,麒麟,,5,83
m1,2001,1,,麒麟,,6,75
m1,2001,1,,麒麟,,7,75
m1,2001,1,,麒麟,,8,54
m1,2001,1,,麒麟,,9,82
m1,2001,1,,麒麟,,10,63
m1,2001,1,,ますだおかだ,,1,95
m1,2001,1,,ますだおかだ,,2,80
m1,2001,1,,ますだおかだ,,3,80
m1,2001,1,,ますだおかだ,,4,88
m1,2001,1,,ますだおかだ,,5,84
m1,2001,1,,ますだおかだ,,6,70
m1,2001,1,,ますだおかだ,,7,78
m1,2001,1,,ますだおかだ,,8,75
m1,2001,1,,ますだおかだ,,9,52
m1,2001,1,,ますだおかだ,,10,68
m1,2001,1,,DonDokoDon,,1,75
m1,2001,1,,DonDokoDon,,2,85
m1,2001,1,,DonDokoDon,,3,65
m1,2001,1,,DonDokoDon,,4,82
m1,2001,1,,DonDokoDon,,5,84
m1,2001,1,,DonDokoDon,,6,65
m1,2001,1,,DonDokoDon,,7,64
m1,2001,1,,DonDokoDon,,8,47
m1,2001,1,,DonDokoDon,,9,18
m1,2001,1,,DonDokoDon,,10,29
m1,2001,1,,ハリガネロック,,1,95
m1,2001,1,,ハリガネロック,,2,90
m1,2001,1,,ハリガネロック,,3,70
m1,2001,1,,ハリガネロック,,4,92
m1,2001,1,,ハリガネロック,,5,85
m1,2001,1,,ハリガネロック,,6,60
m1,2001,1,,ハリガネロック,,7,75
m1,2001,1,,ハリガネロック,,8,85
m1,2001,1,,ハリガネロック,,9,85
m1,2001,1,,ハリガネロック,,10,72
koc,2025,1,,青色1号,,1,92
koc,2025,1,,青色1号,,2,91
koc,2025,1,,青色1号,,3,94
koc,2025,1,,青色1号,,4,89
koc,2025,1,,青色1号,,5,92
koc,2025,1,,うるとらブギーズ,,1,88
koc,2025,1,,うるとらブギーズ,,2,91
koc,2025,1,,うるとらブギーズ,,3,90
koc,2025,1,,うるとらブギーズ,,4,88
koc,2025,1,,うるとらブギーズ,,5,91
koc,2025,1,,元祖いちごちゃん,,1,92
koc,2025,1,,元祖いちごちゃん,,2,90
koc,2025,1,,元祖いちごちゃん,,3,89
koc,2025,1,,元祖いちごちゃん,,4,87
koc,2025,1,,元祖いちごちゃん,,5,89
koc,2025,1,,しずる,,1,88
koc,2025,1,,しずる,,2,92
koc,2025,1,,しずる,,3,96
koc,2025,1,,しずる,,4,93
koc,2025,1,,しずる,,5,88
koc,2025,1,,トム・ブラウン,,1,90
koc,2025,1,,トム・ブラウン,,2,94
koc,2025,1,,トム・ブラウン,,3,92
koc,2025,1,,トム・ブラウン,,4,86
koc,2025,1,,トム・ブラウン,,5,89
koc,2025,1,,ファイヤーサンダー,,1,90
koc,2025,1,,ファイヤーサンダー,,2,90
koc,2025,1,,ファイヤーサンダー,,3,91
koc,2025,1,,ファイヤーサンダー,,4,92
koc,2025,1,,ファイヤーサンダー,,5,94
koc,2025,1,,ベルナルド,,1,91
koc,2025,1,,ベルナルド,,2,89
koc,2025,1,,ベルナルド,,3,90
koc,2025,1,,ベルナルド,,4,85
koc,2025,1,,ベルナルド,,5,90
koc,2025,1,,や団,,1,96
koc,2025,1,,や団,,2,93
koc,2025,1,,や団,,3,97
koc,2025,1,,や団,,4,94
koc,2025,1,,や団,,5,93
koc,2025,1,,レインボー,,1,94
koc,2025,1,,レインボー,,2,97
koc,2025,1,,レインボー,,3,93
koc,2025,1,,レインボー,,4,90
koc,2025,1,,レインボー,,5,90
koc,2025,1,,ロングコートダディ,,1,94
koc,2025,1,,ロングコートダディ,,2,95
koc,2025,1,,ロングコートダディ,,3,95
koc,2025,1,,ロングコートダディ,,4,95
koc,2025,1,,ロングコートダディ,,5,95
koc,2025,2,,ロングコートダディ,,1,97
koc,2025,2,,ロングコートダディ,,2,97
koc,2025,2,,ロングコートダディ,,3,92
koc,2025,2,,ロングコートダディ,,4,91
koc,2025,2,,ロングコートダディ,,5,94
koc,2025,2,,や団,,1,92
koc,2025,2,,や団,,2,94
koc,2025,2,,や団,,3,93
koc,2025,2,,や団,,4,92
koc,2025,2,,や団,,5,93
koc,2025,2,,レインボー,,1,91
koc,2025,2,,レインボー,,2,92
koc,2025,2,,レインボー,,3,90
koc,2025,2,,レインボー,,4,89
koc,2025,2,,レインボー,,5,92
koc,2024,1,,ラブレターズ,,1,95
koc,2024,1,,ラブレターズ,,2,95
koc,2024,1,,ラブレターズ,,3,94
koc,2024,1,,ラブレターズ,,4,96
koc,2024,1,,ラブレターズ,,5,95
koc,2024,1,,隣人,,1,92
koc,2024,1,,隣人,,2,91
koc,2024,1,,隣人,,3,92
koc,2024,1,,隣人,,4,92
koc,2024,1,,隣人,,5,91
koc,2024,1,,cacao,,1,94
koc,2024,1,,cacao,,2,91
koc,2024,1,,cacao,,3,93
koc,2024,1,,cacao,,4,95
koc,2024,1,,cacao,,5,95
koc,2024,1,,ファイヤーサンダー,,1,95
koc,2024,1,,ファイヤーサンダー,,2,95
koc,2024,1,,ファイヤーサンダー,,3,94
koc,2024,1,,ファイヤーサンダー,,4,94
koc,2024,1,,ファイヤーサンダー,,5,98
koc,2024,1,,ニッポンの社長,,1,92
koc,2024,1,,ニッポンの社長,,2,93
koc,2024,1,,ニッポンの社長,,3,95
koc,2024,1,,ニッポンの社長,,4,96
koc,2024,1,,ニッポンの社長,,5,92
koc,2024,1,,コットン,,1,91
koc,2024,1,,コットン,,2,91
koc,2024,1,,コットン,,3,93
koc,2024,1,,コットン,,4,93
koc,2024,1,,コットン,,5,93
koc,2024,1,,や団,,1,96
koc,2024,1,,や団,,2,94
koc,2024,1,,や団,,3,96
koc,2024,1,,や団,,4,96
koc,2024,1,,や団,,5,92
koc,2024,1,,シティホテル3号室,,1,93
koc,2024,1,,シティホテル3号室,,2,92
koc,2024,1,,シティホテル3号室,,3,94
koc,2024,1,,シティホテル3号室,,4,95
koc,2024,1,,シティホテル3号室,,5,97
koc,2024,1,,ダンビラムーチョ,,1,94
koc,2024,1,,ダンビラムーチョ,,2,94
koc,2024,1,,ダンビラムーチョ,,3,95
koc,2024,1,,ダンビラムーチョ,,4,93
koc,2024,1,,ダンビラムーチョ,,5,93
koc,2024,1,,ロングコートダディ,,1,96
koc,2024,1,,ロングコートダディ,,2,95
koc,2024,1,,ロングコートダディ,,3,94
koc,2024,1,,ロングコートダディ,,4,94
koc,2024,1,,ロングコートダディ,,5,96
koc,2024,2,,ラブレターズ,,1,94
koc,2024,2,,ラブレターズ,,2,96
koc,2024,2,,ラブレターズ,,3,95
koc,2024,2,,ラブレターズ,,4,94
koc,2024,2,,ラブレターズ,,5,93
koc,2024,2,,ロングコートダディ,,1,95
koc,2024,2,,ロングコートダディ,,2,95
koc,2024,2,,ロングコートダディ,,3,96
koc,2024,2,,ロングコートダディ,,4,93
koc,2024,2,,ロングコートダディ,,5,92
koc,2024,2,,ファイヤーサンダー,,1,93
koc,2024,2,,ファイヤーサンダー,,2,94
koc,2024,2,,ファイヤーサンダー,,3,93
koc,2024,2,,ファイヤーサンダー,,4,95
koc,2024,2,,ファイヤーサンダー,,5,94
koc,2023,1,,カゲヤマ,,1,95
koc,2023,1,,カゲヤマ,,2,95
koc,2023,1,,カゲヤマ,,3,92
koc,2023,1,,カゲヤマ,,4,92
koc,2023,1,,カゲヤマ,,5,95
koc,2023,1,,ニッポンの社長,,1,90
koc,2023,1,,ニッポンの社長,,2,94
koc,2023,1,,ニッポンの社長,,3,94
koc,2023,1,,ニッポンの社長,,4,94
koc,2023,1,,ニッポンの社長,,5,96
koc,2023,1,,や団,,1,92
koc,2023,1,,や団,,2,93
koc,2023,1,,や団,,3,93
koc,2023,1,,や団,,4,94
koc,2023,1,,や団,,5,93
koc,2023,1,,蛙亭,,1,92
koc,2023,1,,蛙亭,,2,94
koc,2023,1,,蛙亭,,3,90
koc,2023,1,,蛙亭,,4,93
koc,2023,1,,蛙亭,,5,94
koc,2023,1,,ジグザグジギー,,1,93
koc,2023,1,,ジグザグジギー,,2,94
koc,2023,1,,ジグザグジギー,,3,93
koc,2023,1,,ジグザグジギー,,4,91
koc,2023,1,,ジグザグジギー,,5,93
koc,2023,1,,ゼンモンキー,,1,92
koc,2023,1,,ゼンモンキー,,2,91
koc,2023,1,,ゼンモンキー,,3,90
koc,2023,1,,ゼンモンキー,,4,91
koc,2023,1,,ゼンモンキー,,5,92
koc,2023,1,,隣人,,1,91
koc,2023,1,,隣人,,2,92
koc,2023,1,,隣人,,3,91
koc,2023,1,,隣人,,4,92
koc,2023,1,,隣人,,5,94
koc,2023,1,,ファイヤーサンダー,,1,94
koc,2023,1,,ファイヤーサンダー,,2,94
koc,2023,1,,ファイヤーサンダー,,3,91
koc,2023,1,,ファイヤーサンダー,,4,95
koc,2023,1,,ファイヤーサンダー,,5,92
koc,2023,1,,サルゴリラ,,1,97
koc,2023,1,,サルゴリラ,,2,96
koc,2023,1,,サルゴリラ,,3,96
koc,2023,1,,サルゴリラ,,4,96
koc,2023,1,,サルゴリラ,,5,97
koc,2023,1,,ラブレターズ,,1,92
koc,2023,1,,ラブレターズ,,2,93
koc,2023,1,,ラブレターズ,,3,93
