comp,year,round_no,match_no,comedian_name,comedian_number,seat_no,score
m1,2018,1,,和牛,,5,92
m1,2018,1,,和牛,,6,93
m1,2018,1,,和牛,,7,98
m1,2017,2,,とろサーモン,,1,0
m1,2017,2,,とろサーモン,,2,1
m1,2017,2,,とろサーモン,,3,1
m1,2017,2,,とろサーモン,,4,1
m1,2017,2,,とろサーモン,,5,1
m1,2017,2,,とろサーモン,,6,0
m1,2017,2,,とろサーモン,,7,0
m1,2017,2,,ミキ,,1,0
m1,2017,2,,ミキ,,2,0
m1,2017,2,,ミキ,,3,0
m1,2017,2,,ミキ,,4,0
m1,2017,2,,ミキ,,5,0
m1,2017,2,,ミキ,,6,0
m1,2017,2,,ミキ,,7,0
m1,2017,2,,和牛,,1,1
m1,2017,2,,和牛,,2,0
m1,2017,2,,和牛,,3,0
m1,2017,2,,和牛,,4,0
m1,2017,2,,和牛,,5,0
m1,2017,2,,和牛,,6,1
m1,2017,2,,和牛,,7,1
m1,2017,1,,ゆにばーす,,1,89
m1,2017,1,,ゆにばーす,,2,87
m1,2017,1,,ゆにばーす,,3,90
m1,2017,1,,ゆにばーす,,4,91
m1,2017,1,,ゆにばーす,,5,92
m1,2017,1,,ゆにばーす,,6,87
m1,2017,1,,ゆにばーす,,7,90
m1,2017,1,,カミナリ,,1,87
m1,2017,1,,カミナリ,,2,86
m1,2017,1,,カミナリ,,3,89
m1,2017,1,,カミナリ,,4,90
m1,2017,1,,カミナリ,,5,91
m1,2017,1,,カミナリ,,6,85
m1,2017,1,,カミナリ,,7,90
m1,2017,1,,とろサーモン,,1,88
m1,2017,1,,とろサーモン,,2,93
m1,2017,1,,とろサーモン,,3,93
m1,2017,1,,とろサーモン,,4,93
m1,2017,1,,とろサーモン,,5,93
m1,2017,1,,とろサーモン,,6,92
m1,2017,1,,とろサーモン,,7,93
m1,2017,1,,スーパーマラドーナ,,1,94
m1,2017,1,,スーパーマラドーナ,,2,91
m1,2017,1,,スーパーマラドーナ,,3,92
m1,2017,1,,スーパーマラドーナ,,4,91
m1,2017,1,,スーパーマラドーナ,,5,93
m1,2017,1,,スーパーマラドーナ,,6,90
m1,2017,1,,スーパーマラドーナ,,7,89
m1,2017,1,,かまいたち,,1,95
m1,2017,1,,かまいたち,,2,89
m1,2017,1,,かまいたち,,3,94
m1,2017,1,,かまいたち,,4,90
m1,2017,1,,かまいたち,,5,92
m1,2017,1,,かまいたち,,6,91
m1,2017,1,,かまいたち,,7,89
m1,2017,1,,マヂカルラブリー,,1,86
m1,2017,1,,マヂカルラブリー,,2,89
m1,2017,1,,マヂカルラブリー,,3,88
m1,2017,1,,マヂカルラブリー,,4,89
m1,2017,1,,マヂカルラブリー,,5,88
m1,2017,1,,マヂカルラブリー,,6,84
m1,2017,1,,マヂカルラブリー,,7,83
m1,2017,1,,さや香,,1,87
m1,2017,1,,さや香,,2,91
m1,2017,1,,さや香,,3,90
m1,2017,1,,さや香,,4,90
m1,2017,1,,さや香,,5,90
m1,2017,1,,さや香,,6,90
m1,2017,1,,さや香,,7,90
m1,2017,1,,ミキ,,1,93
m1,2017,1,,ミキ,,2,94
m1,2017,1,,ミキ,,3,91
m1,2017,1,,ミキ,,4,92
m1,2017,1,,ミキ,,5,91
m1,2017,1,,ミキ,,6,94
m1,2017,1,,ミキ,,7,95
m1,2017,1,,和牛,,1,92
m1,2017,1,,和牛,,2,92
m1,2017,1,,和牛,,3,93
m1,2017,1,,和牛,,4,94
m1,2017,1,,和牛,,5,94
m1,2017,1,,和牛,,6,93
m1,2017,1,,和牛,,7,95
m1,2017,1,,ジャルジャル,,1,93
m1,2017,1,,ジャルジャル,,2,88
m1,2017,1,,ジャルジャル,,3,89
m1,2017,1,,ジャルジャル,,4,90
m1,2017,1,,ジャルジャル,,5,91
m1,2017,1,,ジャルジャル,,6,95
m1,2017,1,,ジャルジャル,,7,90
m1,2016,2,,スーパーマラドーナ,,1,0
m1,2016,2,,スーパーマラドーナ,,2,1
m1,2016,2,,スーパーマラドーナ,,3,0
m1,2016,2,,スーパーマラドーナ,,4,0
m1,2016,2,,スーパーマラドーナ,,5,0
m1,2016,2,,和牛,,1,0
m1,2016,2,,和牛,,2,0
m1,2016,2,,和牛,,3,0
m1,2016,2,,和牛,,4,1
m1,2016,2,,和牛,,5,0
m1,2016,2,,銀シャリ,,1,1
m1,2016,2,,銀シャリ,,2,0
m1,2016,2,,銀シャリ,,3,1
m1,2016,2,,銀シャリ,,4,0
m1,2016,2,,銀シャリ,,5,1
m1,2016,1,,アキナ,,1,92
m1,2016,1,,アキナ,,2,89
m1,2016,1,,アキナ,,3,89
m1,2016,1,,アキナ,,4,87
m1,2016,1,,アキナ,,5,89
m1,2016,1,,カミナリ,,1,91
m1,2016,1,,カミナリ,,2,90
m1,2016,1,,カミナリ,,3,90
m1,2016,1,,カミナリ,,4,89
m1,2016,1,,カミナリ,,5,81
m1,2016,1,,相席スタート,,1,87
m1,2016,1,,相席スタート,,2,88
m1,2016,1,,相席スタート,,3,87
m1,2016,1,,相席スタート,,4,84
m1,2016,1,,相席スタート,,5,90
m1,2016,1,,銀シャリ,,1,96
m1,2016,1,,銀シャリ,,2,91
m1,2016,1,,銀シャリ,,3,93
m1,2016,1,,銀シャリ,,4,95
m1,2016,1,,銀シャリ,,5,95
m1,2016,1,,スリムクラブ,,1,85
m1,2016,1,,スリムクラブ,,2,89
m1,2016,1,,スリムクラブ,,3,88
m1,2016,1,,スリムクラブ,,4,90
m1,2016,1,,スリムクラブ,,5,89
m1,2016,1,,ハライチ,,1,91
m1,2016,1,,ハライチ,,2,88
m1,2016,1,,ハライチ,,3,89
m1,2016,1,,ハライチ,,4,85
m1,2016,1,,ハライチ,,5,93
m1,2016,1,,スーパーマラドーナ,,1,90
m1,2016,1,,スーパーマラドーナ,,2,95
m1,2016,1,,スーパーマラドーナ,,3,92
m1,2016,1,,スーパーマラドーナ,,4,89
m1,2016,1,,スーパーマラドーナ,,5,93
m1,2016,1,,さらば青春の光,,1,87
m1,2016,1,,さらば青春の光,,2,90
m1,2016,1,,さらば青春の光,,3,90
m1,2016,1,,さらば青春の光,,4,90
m1,2016,1,,さらば青春の光,,5,91
m1,2016,1,,和牛,,1,95
m1,2016,1,,和牛,,2,95
m1,2016,1,,和牛,,3,91
m1,2016,1,,和牛,,4,93
m1,2016,1,,和牛,,5,95
m1,2015,2,,銀シャリ,,1,0
m1,2015,2,,銀シャリ,,2,0
m1,2015,2,,銀シャリ,,3,0
m1,2015,2,,銀シャリ,,4,0
m1,2015,2,,銀シャリ,,5,1
m1,2015,2,,銀シャリ,,6,0
m1,2015,2,,銀シャリ,,7,1
m1,2015,2,,銀シャリ,,8,0
m1,2015,2,,銀シャリ,,9,0
m1,2015,2,,トレンディエンジェル,,1,0
m1,2015,2,,トレンディエンジェル,,2,1
m1,2015,2,,トレンディエンジェル,,3,1
m1,2015,2,,トレンディエンジェル,,4,1
m1,2015,2,,トレンディエンジェル,,5,0
m1,2015,2,,トレンディエンジェル,,6,1
m1,2015,2,,トレンディエンジェル,,7,0
m1,2015,2,,トレンディエンジェル,,8,1
m1,2015,2,,トレンディエンジェル,,9,1
m1,2015,2,,ジャルジャル,,1,1
m1,2015,2,,ジャルジャル,,2,0
m1,2015,2,,ジャルジャル,,3,0
m1,2015,2,,ジャルジャル,,4,0
m1,2015,2,,ジャルジャル,,5,0
m1,2015,2,,ジャルジャル,,6,0
m1,2015,2,,ジャルジャル,,7,0
m1,2015,2,,ジャルジャル,,8,0
m1,2015,2,,ジャルジャル,,9,0
m1,2015,1,,メイプル超合金,,1,89
m1,2015,1,,メイプル超合金,,2,89
m1,2015,1,,メイプル超合金,,3,89
m1,2015,1,,メイプル超合金,,4,92
m1,2015,1,,メイプル超合金,,5,91
m1,2015,1,,メイプル超合金,,6,85
m1,2015,1,,メイプル超合金,,7,89
m1,2015,1,,メイプル超合金,,8,85
m1,2015,1,,メイプル超合金,,9,87
m1,2015,1,,馬鹿よ貴方は,,1,90
m1,2015,1,,馬鹿よ貴方は,,2,90
m1,2015,1,,馬鹿よ貴方は,,3,83
m1,2015,1,,馬鹿よ貴方は,,4,93
m1,2015,1,,馬鹿よ貴方は,,5,89
m1,2015,1,,馬鹿よ貴方は,,6,83
m1,2015,1,,馬鹿よ貴方は,,7,90
m1,2015,1,,馬鹿よ貴方は,,8,85
m1,2015,1,,馬鹿よ貴方は,,9,88
m1,2015,1,,スーパーマラドーナ,,1,90
m1,2015,1,,スーパーマラドーナ,,2,93
m1,2015,1,,スーパーマラドーナ,,3,88
m1,2015,1,,スーパーマラドーナ,,4,91
m1,2015,1,,スーパーマラドーナ,,5,89
m1,2015,1,,スーパーマラドーナ,,6,90
m1,2015,1,,スーパーマラドーナ,,7,93
m1,2015,1,,スーパーマラドーナ,,8,87
m1,2015,1,,スーパーマラドーナ,,9,92
m1,2015,1,,和牛,,1,88
m1,2015,1,,和牛,,2,90
m1,2015,1,,和牛,,3,88
m1,2015,1,,和牛,,4,90
m1,2015,1,,和牛,,5,90
m1,2015,1,,和牛,,6,86
m1,2015,1,,和牛,,7,92
m1,2015,1,,和牛,,8,92
m1,2015,1,,和牛,,9,90
m1,2015,1,,ジャルジャル,,1,93
m1,2015,1,,ジャルジャル,,2,93
m1,2015,1,,ジャルジャル,,3,94
m1,2015,1,,ジャルジャル,,4,94
m1,2015,1,,ジャルジャル,,5,96
m1,2015,1,,ジャルジャル,,6,90
m1,2015,1,,ジャルジャル,,7,96
m1,2015,1,,ジャルジャル,,8,89
m1,2015,1,,ジャルジャル,,9,89
m1,2015,1,,銀シャリ,,1,92
m1,2015,1,,銀シャリ,,2,89
m1,2015,1,,銀シャリ,,3,87
m1,2015,1,,銀シャリ,,4,92
m1,2015,1,,銀シャリ,,5,95
m1,2015,1,,銀シャリ,,6,89
m1,2015,1,,銀シャリ,,7,92
m1,2015,1,,銀シャリ,,8,91
m1,2015,1,,銀シャリ,,9,91
m1,2015,1,,ハライチ,,1,87
m1,2015,1,,ハライチ,,2,88
m1,2015,1,,ハライチ,,3,86
m1,2015,1,,ハライチ,,4,89
m1,2015,1,,ハライチ,,5,89
m1,2015,1,,ハライチ,,6,83
m1,2015,1,,ハライチ,,7,85
m1,2015,1,,ハライチ,,8,89
m1,2015,1,,ハライチ,,9,92
m1,2015,1,,タイムマシーン3号,,1,88
m1,2015,1,,タイムマシーン3号,,2,91
m1,2015,1,,タイムマシーン3号,,3,94
m1,2015,1,,タイムマシーン3号,,4,93
m1,2015,1,,タイムマシーン3号,,5,88
m1,2015,1,,タイムマシーン3号,,6,89
m1,2015,1,,タイムマシーン3号,,7,90
m1,2015,1,,タイムマシーン3号,,8,90
m1,2015,1,,タイムマシーン3号,,9,93
m1,2015,1,,トレンディエンジェル,,1,91
m1,2015,1,,トレンディエンジェル,,2,92
m1,2015,1,,トレンディエンジェル,,3,92
m1,2015,1,,トレンディエンジェル,,4,93
m1,2015,1,,トレンディエンジェル,,5,88
m1,2015,1,,トレンディエンジェル,,6,93
m1,2015,1,,トレンディエンジェル,,7,89
m1,2015,1,,トレンディエンジェル,,8,93
m1,2015,1,,トレンディエンジェル,,9,94
m1,2010,2,,スリムクラブ,,1,1
m1,2010,2,,スリムクラブ,,2,1
m1,2010,2,,スリムクラブ,,3,0
m1,2010,2,,スリムクラブ,,4,0
m1,2010,2,,スリムクラブ,,5,0
m1,2010,2,,スリムクラブ,,6,0
m1,2010,2,,スリムクラブ,,7,1
m1,2010,2,,笑い飯,,1,0
m1,2010,2,,笑い飯,,2,0
m1,2010,2,,笑い飯,,3,1
m1,2010,2,,笑い飯,,4,1
m1,2010,2,,笑い飯,,5,1
m1,2010,2,,笑い飯,,6,1
m1,2010,2,,笑い飯,,7,0
m1,2010,2,,パンクブーブー,,1,0
m1,2010,2,,パンクブーブー,,2,0
m1,2010,2,,パンクブーブー,,3,0
m1,2010,2,,パンクブーブー,,4,0
m1,2010,2,,パンクブーブー,,5,0
m1,2010,2,,パンクブーブー,,6,0
m1,2010,2,,パンクブーブー,,7,0
m1,2010,1,,カナリア,,1,80
m1,2010,1,,カナリア,,2,88
m1,2010,1,,カナリア,,3,85
m1,2010,1,,カナリア,,4,87
m1,2010,1,,カナリア,,5,86
m1,2010,1,,カナリア,,6,85
m1,2010,1,,カナリア,,7,81
m1,2010,1,,ジャルジャル,,1,79
m1,2010,1,,ジャルジャル,,2,90
m1,2010,1,,ジャルジャル,,3,87
m1,2010,1,,ジャルジャル,,4,89
m1,2010,1,,ジャルジャル,,5,88
m1,2010,1,,ジャルジャル,,6,87
m1,2010,1,,ジャルジャル,,7,86
m1,2010,1,,スリムクラブ,,1,94
m1,2010,1,,スリムクラブ,,2,91
m1,2010,1,,スリムクラブ,,3,88
m1,2010,1,,スリムクラブ,,4,91
m1,2010,1,,スリムクラブ,,5,93
m1,2010,1,,スリムクラブ,,6,96
m1,2010,1,,スリムクラブ,,7,91
m1,2010,1,,銀シャリ,,1,92
m1,2010,1,,銀シャリ,,2,93
m1,2010,1,,銀シャリ,,3,87
m1,2010,1,,銀シャリ,,4,89
m1,2010,1,,銀シャリ,,5,89
m1,2010,1,,銀シャリ,,6,90
m1,2010,1,,銀シャリ,,7,87
m1,2010,1,,ナイツ,,1,87
m1,2010,1,,ナイツ,,2,91
m1,2010,1,,ナイツ,,3,88
m1,2010,1,,ナイツ,,4,90
m1,2010,1,,ナイツ,,5,90
m1,2010,1,,ナイツ,,6,88
m1,2010,1,,ナイツ,,7,92
m1,2010,1,,笑い飯,,1,96
m1,2010,1,,笑い飯,,2,95
m1,2010,1,,笑い飯,,3,90
m1,2010,1,,笑い飯,,4,97
m1,2010,1,,笑い飯,,5,98
m1,2010,1,,笑い飯,,6,96
m1,2010,1,,笑い飯,,7,96
m1,2010,1,,ハライチ,,1,88
m1,2010,1,,ハライチ,,2,90
m1,2010,1,,ハライチ,,3,90
m1,2010,1,,ハライチ,,4,90
m1,2010,1,,ハライチ,,5,89
m1,2010,1,,ハライチ,,6,86
m1,2010,1,,ハライチ,,7,87
m1,2010,1,,ピース,,1,95
m1,2010,1,,ピース,,2,92
m1,2010,1,,ピース,,3,89
m1,2010,1,,ピース,,4,89
m1,2010,1,,ピース,,5,87
m1,2010,1,,ピース,,6,89
m1,2010,1,,ピース,,7,88
m1,2010,1,,パンクブーブー,,1,96
m1,2010,1,,パンクブーブー,,2,98
m1,2010,1,,パンクブーブー,,3,95
m1,2010,1,,パンクブーブー,,4,91
m1,2010,1,,パンクブーブー,,5,94
m1,2010,1,,パンクブーブー,,6,97
m1,2010,1,,パンクブーブー,,7,97
m1,2009,2,,NON STYLE,,1,0
m1,2009,2,,NON STYLE,,2,0
m1,2009,2,,NON STYLE,,3,0
m1,2009,2,,NON STYLE,,4,0
m1,2009,2,,NON STYLE,,5,0
m1,2009,2,,NON STYLE,,6,0
m1,2009,2,,NON STYLE,,7,0
m1,2009,2,,パンクブーブー,,1,1
m1,2009,2,,パンクブーブー,,2,1
m1,2009,2,,パンクブーブー,,3,1
m1,2009,2,,パンクブーブー,,4,1
m1,2009,2,,パンクブーブー,,5,1
m1,2009,2,,パンクブーブー,,6,1
m1,2009,2,,パンクブーブー,,7,1
m1,2009,2,,笑い飯,,1,0
m1,2009,2,,笑い飯,,2,0
m1,2009,2,,笑い飯,,3,0
m1,2009,2,,笑い飯,,4,0
m1,2009,2,,笑い飯,,5,0
m1,2009,2,,笑い飯,,6,0
m1,2009,2,,笑い飯,,7,0
m1,2009,1,,ナイツ,,1,96
m1,2009,1,,ナイツ,,2,91
m1,2009,1,,ナイツ,,3,90
m1,2009,1,,ナイツ,,4,88
m1,2009,1,,ナイツ,,5,93
m1,2009,1,,ナイツ,,6,85
m1,2009,1,,ナイツ,,7,91
m1,2009,1,,南海キャンディーズ,,1,88
m1,2009,1,,南海キャンディーズ,,2,88
m1,2009,1,,南海キャンディーズ,,3,84
m1,2009,1,,南海キャンディーズ,,4,89
m1,2009,1,,南海キャンディーズ,,5,90
m1,2009,1,,南海キャンディーズ,,6,83
m1,2009,1,,南海キャンディーズ,,7,85
m1,2009,1,,東京ダイナマイト,,1,90
m1,2009,1,,東京ダイナマイト,,2,90
m1,2009,1,,東京ダイナマイト,,3,86
m1,2009,1,,東京ダイナマイト,,4,85
m1,2009,1,,東京ダイナマイト,,5,90
m1,2009,1,,東京ダイナマイト,,6,88
m1,2009,1,,東京ダイナマイト,,7,85
m1,2009,1,,ハリセンボン,,1,89
m1,2009,1,,ハリセンボン,,2,85
m1,2009,1,,ハリセンボン,,3,85
m1,2009,1,,ハリセンボン,,4,87
m1,2009,1,,ハリセンボン,,5,87
m1,2009,1,,ハリセンボン,,6,80
m1,2009,1,,ハリセンボン,,7,82
m1,2009,1,,笑い飯,,1,98
m1,2009,1,,笑い飯,,2,92
m1,2009,1,,笑い飯,,3,93
m1,2009,1,,笑い飯,,4,92
m1,2009,1,,笑い飯,,5,98
m1,2009,1,,笑い飯,,6,95
m1,2009,1,,笑い飯,,7,100
m1,2009,1,,ハライチ,,1,95
m1,2009,1,,ハライチ,,2,89
m1,2009,1,,ハライチ,,3,89
m1,2009,1,,ハライチ,,4,86
m1,2009,1,,ハライチ,,5,91
m1,2009,1,,ハライチ,,6,88
m1,2009,1,,ハライチ,,7,90
m1,2009,1,,モンスターエンジン,,1,87
m1,2009,1,,モンスターエンジン,,2,89
m1,2009,1,,モンスターエンジン,,3,87
m1,2009,1,,モンスターエンジン,,4,85
m1,2009,1,,モンスターエンジン,,5,90
m1,2009,1,,モンスターエンジン,,6,83
m1,2009,1,,モンスターエンジン,,7,89
m1,2009,1,,パンクブーブー,,1,97
m1,2009,1,,パンクブーブー,,2,91
m1,2009,1,,パンクブーブー,,3,90
m1,2009,1,,パンクブーブー,,4,88
m1,2009,1,,パンクブーブー,,5,98
m1,2009,1,,パンクブーブー,,6,93
m1,2009,1,,パンクブーブー,,7,94
m1,2009,1,,NON STYLE,,1,95
m1,2009,1,,NON STYLE,,2,90
m1,2009,1,,NON STYLE,,3,87
m1,2009,1,,NON STYLE,,4,89
m1,2009,1,,NON STYLE,,5,98
m1,2009,1,,NON STYLE,,6,92
m1,2009,1,,NON STYLE,,7,90
m1,2008,2,,ナイツ,,1,0
m1,2008,2,,ナイツ,,2,0
m1,2008,2,,ナイツ,,3,0
m1,2008,2,,ナイツ,,4,0
m1,2008,2,,ナイツ,,5,0
m1,2008,2,,ナイツ,,6,0
m1,2008,2,,ナイツ,,7,0
m1,2008,2,,NON STYLE,,1,0
m1,2008,2,,NON STYLE,,2,0
m1,2008,2,,NON STYLE,,3,1
m1,2008,2,,NON STYLE,,4,1
m1,2008,2,,NON STYLE,,5,1
m1,2008,2,,NON STYLE,,6,1
m1,2008,2,,NON STYLE,,7,1
m1,2008,2,,オードリー,,1,1
m1,2008,2,,オードリー,,2,1
m1,2008,2,,オードリー,,3,0
m1,2008,2,,オードリー,,4,0
m1,2008,2,,オードリー,,5,0
m1,2008,2,,オードリー,,6,0
m1,2008,2,,オードリー,,7,0
m1,2008,1,,ダイアン,,1,93
m1,2008,1,,ダイアン,,2,86
m1,2008,1,,ダイアン,,3,86
m1,2008,1,,ダイアン,,4,90
m1,2008,1,,ダイアン,,5,90
m1,2008,1,,ダイアン,,6,85
m1,2008,1,,ダイアン,,7,89
m1,2008,1,,笑い飯,,1,88
m1,2008,1,,笑い飯,,2,88
m1,2008,1,,笑い飯,,3,91
m1,2008,1,,笑い飯,,4,91
m1,2008,1,,笑い飯,,5,95
m1,2008,1,,笑い飯,,6,89
m1,2008,1,,笑い飯,,7,95
m1,2008,1,,モンスターエンジン,,1,90
m1,2008,1,,モンスターエンジン,,2,88
m1,2008,1,,モンスターエンジン,,3,89
m1,2008,1,,モンスターエンジン,,4,88
m1,2008,1,,モンスターエンジン,,5,85
m1,2008,1,,モンスターエンジン,,6,83
m1,2008,1,,モンスターエンジン,,7,91
m1,2008,1,,ナイツ,,1,94
m1,2008,1,,ナイツ,,2,89
m1,2008,1,,ナイツ,,3,89
m1,2008,1,,ナイツ,,4,91
m1,2008,1,,ナイツ,,5,95
m1,2008,1,,ナイツ,,6,93
m1,2008,1,,ナイツ,,7,89
m1,2008,1,,U字工事,,1,92
m1,2008,1,,U字工事,,2,88
m1,2008,1,,U字工事,,3,84
m1,2008,1,,U字工事,,4,90
m1,2008,1,,U字工事,,5,93
m1,2008,1,,U字工事,,6,85
m1,2008,1,,U字工事,,7,91
m1,2008,1,,ザ・パンチ,,1,85
m1,2008,1,,ザ・パンチ,,2,83
m1,2008,1,,ザ・パンチ,,3,83
m1,2008,1,,ザ・パンチ,,4,85
m1,2008,1,,ザ・パンチ,,5,88
m1,2008,1,,ザ・パンチ,,6,80
m1,2008,1,,ザ・パンチ,,7,87
m1,2008,1,,NON STYLE,,1,91
m1,2008,1,,NON STYLE,,2,90
m1,2008,1,,NON STYLE,,3,91
m1,2008,1,,NON STYLE,,4,90
m1,2008,1,,NON STYLE,,5,95
m1,2008,1,,NON STYLE,,6,93
m1,2008,1,,NON STYLE,,7,94
m1,2008,1,,キングコング,,1,86
m1,2008,1,,キングコング,,2,87
m1,2008,1,,キングコング,,3,86
m1,2008,1,,キングコング,,4,89
m1,2008,1,,キングコング,,5,90
m1,2008,1,,キングコング,,6,86
m1,2008,1,,キングコング,,7,88
m1,2008,1,,オードリー,,1,98
m1,2008,1,,オードリー,,2,92
m1,2008,1,,オードリー,,3,91
m1,2008,1,,オードリー,,4,92
m1,2008,1,,オードリー,,5,92
m1,2008,1,,オードリー,,6,95
m1,2008,1,,オードリー,,7,89
m1,2007,2,,トータルテンボス,,1,1
m1,2007,2,,トータルテンボス,,2,0
m1,2007,2,,トータルテンボス,,3,0
m1,2007,2,,トータルテンボス,,4,1
m1,2007,2,,トータルテンボス,,5,0
m1,2007,2,,トータルテンボス,,6,0
m1,2007,2,,トータルテンボス,,7,0
m1,2007,2,,キングコング,,1,0
m1,2007,2,,キングコング,,2,1
m1,2007,2,,キングコング,,3,0
m1,2007,2,,キングコング,,4,0
m1,2007,2,,キングコング,,5,0
m1,2007,2,,キングコング,,6,0
m1,2007,2,,キングコング,,7,0
m1,2007,2,,サンドウィッチマン,,1,0
m1,2007,2,,サンドウィッチマン,,2,0
m1,2007,2,,サンドウィッチマン,,3,1
m1,2007,2,,サンドウィッチマン,,4,0
m1,2007,2,,サンドウィッチマン,,5,1
m1,2007,2,,サンドウィッチマン,,6,1
m1,2007,2,,サンドウィッチマン,,7,1
m1,2007,1,,笑い飯,,1,92
m1,2007,1,,笑い飯,,2,85
m1,2007,1,,笑い飯,,3,83
m1,2007,1,,笑い飯,,4,85
m1,2007,1,,笑い飯,,5,89
m1,2007,1,,笑い飯,,6,85
m1,2007,1,,笑い飯,,7,85
m1,2007,1,,POISON GIRL BAND,,1,85
m1,2007,1,,POISON GIRL BAND,,2,80
m1,2007,1,,POISON GIRL BAND,,3,84
m1,2007,1,,POISON GIRL BAND,,4,82
m1,2007,1,,POISON GIRL BAND,,5,81
m1,2007,1,,POISON GIRL BAND,,6,90
m1,2007,1,,POISON GIRL BAND,,7,75
m1,2007,1,,ザブングル,,1,82
m1,2007,1,,ザブングル,,2,84
m1,2007,1,,ザブングル,,3,79
m1,2007,1,,ザブングル,,4,84
m1,2007,1,,ザブングル,,5,92
m1,2007,1,,ザブングル,,6,90
m1,2007,1,,ザブングル,,7,86
m1,2007,1,,千鳥,,1,81
m1,2007,1,,千鳥,,2,81
m1,2007,1,,千鳥,,3,87
m1,2007,1,,千鳥,,4,80
m1,2007,1,,千鳥,,5,85
m1,2007,1,,千鳥,,6,80
m1,2007,1,,千鳥,,7,86
m1,2007,1,,トータルテンボス,,1,93
m1,2007,1,,トータルテンボス,,2,84
m1,2007,1,,トータルテンボス,,3,90
m1,2007,1,,トータルテンボス,,4,95
m1,2007,1,,トータルテンボス,,5,95
m1,2007,1,,トータルテンボス,,6,93
m1,2007,1,,トータルテンボス,,7,96
m1,2007,1,,キングコング,,1,91
m1,2007,1,,キングコング,,2,90
m1,2007,1,,キングコング,,3,88
m1,2007,1,,キングコング,,4,95
m1,2007,1,,キングコング,,5,97
m1,2007,1,,キングコング,,6,93
m1,2007,1,,キングコング,,7,96
m1,2007,1,,ハリセンボン,,1,86
m1,2007,1,,ハリセンボン,,2,85
m1,2007,1,,ハリセンボン,,3,86
m1,2007,1,,ハリセンボン,,4,84
m1,2007,1,,ハリセンボン,,5,93
m1,2007,1,,ハリセンボン,,6,88
m1,2007,1,,ハリセンボン,,7,86
m1,2007,1,,ダイアン,,1,84
m1,2007,1,,ダイアン,,2,82
m1,2007,1,,ダイアン,,3,81
m1,2007,1,,ダイアン,,4,86
m1,2007,1,,ダイアン,,5,89
m1,2007,1,,ダイアン,,6,85
m1,2007,1,,ダイアン,,7,86
m1,2007,1,,サンドウィッチマン,,1,92
m1,2007,1,,サンドウィッチマン,,2,84
m1,2007,1,,サンドウィッチマン,,3,92
m1,2007,1,,サンドウィッチマン,,4,95
m1,2007,1,,サンドウィッチマン,,5,95
m1,2007,1,,サンドウィッチマン,,6,95
m1,2007,1,,サンドウィッチマン,,7,98
m1,2006,2,,麒麟,,1,0
m1,2006,2,,麒麟,,2,0
m1,2006,2,,麒麟,,3,0
m1,2006,2,,麒麟,,4,0
m1,2006,2,,麒麟,,5,0
m1,2006,2,,麒麟,,6,0
m1,2006,2,,麒麟,,7,0
m1,2006,2,,フットボールアワー,,1,0
m1,2006,2,,フットボールアワー,,2,0
m1,2006,2,,フットボールアワー,,3,0
m1,2006,2,,フットボールアワー,,4,0
m1,2006,2,,フットボールアワー,,5,0
m1,2006,2,,フットボールアワー,,6,0
m1,2006,2,,フットボールアワー,,7,0
m1,2006,2,,チュートリアル,,1,1
m1,2006,2,,チュートリアル,,2,1
m1,2006,2,,チュートリアル,,3,1
m1,2006,2,,チュートリアル,,4,1
m1,2006,2,,チュートリアル,,5,1
m1,2006,2,,チュートリアル,,6,1
m1,2006,2,,チュートリアル,,7,1
m1,2006,1,,POISON GIRL BAND,,1,85
m1,2006,1,,POISON GIRL BAND,,2,83
m1,2006,1,,POISON GIRL BAND,,3,81
m1,2006,1,,POISON GIRL BAND,,4,75
m1,2006,1,,POISON GIRL BAND,,5,85
m1,2006,1,,POISON GIRL BAND,,6,85
m1,2006,1,,POISON GIRL BAND,,7,76
m1,2006,1,,フットボールアワー,,1,96
m1,2006,1,,フットボールアワー,,2,89
m1,2006,1,,フットボールアワー,,3,91
m1,2006,1,,フットボールアワー,,4,90
m1,2006,1,,フットボールアワー,,5,94
m1,2006,1,,フットボールアワー,,6,90
m1,2006,1,,フットボールアワー,,7,90
m1,2006,1,,ザ・プラン9,,1,93
m1,2006,1,,ザ・プラン9,,2,82
m1,2006,1,,ザ・プラン9,,3,90
m1,2006,1,,ザ・プラン9,,4,80
m1,2006,1,,ザ・プラン9,,5,89
m1,2006,1,,ザ・プラン9,,6,80
m1,2006,1,,ザ・プラン9,,7,83
m1,2006,1,,麒麟,,1,94
m1,2006,1,,麒麟,,2,86
m1,2006,1,,麒麟,,3,92
m1,2006,1,,麒麟,,4,89
m1,2006,1,,麒麟,,5,91
m1,2006,1,,麒麟,,6,87
m1,2006,1,,麒麟,,7,88
m1,2006,1,,トータルテンボス,,1,90
m1,2006,1,,トータルテンボス,,2,83
m1,2006,1,,トータルテンボス,,3,90
m1,2006,1,,トータルテンボス,,4,85
m1,2006,1,,トータルテンボス,,5,88
m1,2006,1,,トータルテンボス,,6,90
m1,2006,1,,トータルテンボス,,7,87
m1,2006,1,,チュートリアル,,1,97
m1,2006,1,,チュートリアル,,2,92
m1,2006,1,,チュートリアル,,3,98
m1,2006,1,,チュートリアル,,4,90
m1,2006,1,,チュートリアル,,5,95
