comp,year,comedian_name,comedian_number,rank,catchphrase,first_group,first_order,first_result,first_title,first_movie,second_order,second_result,second_title,second_movie,third_order,third_result,third_title,third_movie
m1,2025,たくろう,,優勝,軟弱の星,,7,861点,リングアナ,,3番,8票,ビバリーヒルズ,,,,,
m1,2025,ドンデコルテ,,2位,不惑の主張,,8,845点,デジタルデトックス,,1番,1票,町の名物おじさん,,,,,
m1,2025,エバース,,3位,雑談ファンタジスタ,,4,870点,ドライブデート,,2番,0票,腹話術師,,,,,
m1,2025,真空ジェシカ,,4位,アンコントロールV,,5,844点,ペーパードライバー講習,,,,,,,,,
m1,2025,ヤーレンズ,,5位,エンドレス・ウザ,,1,843点,結婚したい,,,,,,,,,
m1,2025,豪快キャプテン,,6位,説教ゴリラ襲来,,9,839点,小さいカバン,,,,,,,,,
m1,2025,カナメストーン,,7位,（敗者復活組）,,3,830点,ダーツの旅,,,,,,,,,
m1,2025,ヨネダ2000,,8位,おかえり奇想天外,,6,826点,ドリブル,,,,,,,,,
m1,2025,ママタルト,,9位,じゃあ、あんたが太ってみろよ,,10,823点,初詣,,,,,,,,,
m1,2025,めぞん,,10位,情熱フルスロットル,,2,820点,彼氏のふり,,,,,,,,,
m1,2025,20世紀,,準決勝進出,,,,,,,,,,,,,,
m1,2025,例えば炎,,準決勝進出,,,,,,,,,,,,,,
m1,2025,生姜猫,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ドーナツ・ピーナツ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,黒帯,,準決勝進出,,,,,,,,,,,,,,
m1,2025,カベポスター,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ゼロカラン,,準決勝進出,,,,,,,,,,,,,,
m1,2025,大王,,準決勝進出,,,,,,,,,,,,,,
m1,2025,おおぞらモード,,準決勝進出,,,,,,,,,,,,,,
m1,2025,センチネル,,準決勝進出,,,,,,,,,,,,,,
m1,2025,今夜も星が綺麗,,準決勝進出,,,,,,,,,,,,,,
m1,2025,TCクラクション,,準決勝進出,,,,,,,,,,,,,,
m1,2025,イチゴ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ひつじねいり,,準決勝進出,,,,,,,,,,,,,,
m1,2025,フランツ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,スタミナパン,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ミカボ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ネコニスズ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,ミキ,,準決勝進出,,,,,,,,,,,,,,
m1,2025,豆鉄砲,,準決勝進出,,,,,,,,,,,,,,
m1,2025,滝音,,準決勝進出,（TVerワイルドカード枠）,,,,,,,,,,,,,
m1,2025,タチマチ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ラメ入り,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,天才ピアニスト,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ハスキーポーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,もも,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,華山,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,釈迦虎,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,チェリー大作戦,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,彼岸花,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ぎょうぶ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,翠星チークダンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,マーティー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ダブルヒガシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,鬼としみちゃむ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,センリーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,オーパスツー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ライムギ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,チューリップフィクサー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ネイビーズアフロ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,空前メテオ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,マーメイド,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,カシスオレンジ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ザ・布団,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,フースーヤ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,牛ぺぺ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,タイムキーパー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,マイスイートメモリーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,隣人,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,愛凛冴,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,三遊間,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ジョックロック,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,サンタモニカ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ダンビラムーチョ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ゼスト,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,カーネーション,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,EXIT,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ピ夜,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,金魚番長,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,マリーマリー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,1000,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ちょんまげラーメン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,家族チャーハン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,インテイク,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,6000,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,グリーンランプ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ナユタ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,4000,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,おちもり,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ドンココ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ナイチンゲールダンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,からし蓮根,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,CITY,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,シシガシラ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,足腰げんき教室,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,太鵬,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,東京ホテイソン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ジグロポッカ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,伝書鳩,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,くらげ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,一刻,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,さすらいラビー,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,うちまつげ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ビスケットブラザーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,軟水,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,いぬ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,シャウト!!,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,素敵じゃないか,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,やさしい王様,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ラパルフェ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,四千頭身,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,狛犬,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ダンゴ虫たち,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,紅しょうが,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,マードック,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,兄弟,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ロボドカーン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,フランスピアノ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,オッパショ石,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,コメジマン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,グラム,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ケビンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,アルバカーキ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,コーツ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,きしたかの,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ただならぬ刀,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ド桜,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,爆走マシン,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,無尽蔵,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,十九人,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,観音日和,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,キュウ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ストレッチーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ムネタ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ブラゴーリ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,百恵,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,世間知らズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,ゆにばーす,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,共犯者,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,湘南ブースト,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,パンプキンポテトフライ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,シンクロニシティ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,イワサキ,,準々決勝進出,,,,,,,,,,,,,,
m1,2025,オズワルド,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,令和ロマン,,優勝,Champion,,1,850点,名字,https://www.youtube.com/watch?v=r2lOuUYATYA,2番,5票,タイムスリップ,https://www.youtube.com/watch?v=GNt7dOc_u6U,,,,
m1,2024,バッテリィズ,,2位,浪花のド直球,,7,861点,偉人の名言,,3番,3票,世界遺産,,,,,
m1,2024,真空ジェシカ,,3位,アンコントロールIV,,3,849点,商店街,,1番,1票,ピアノがデカすぎるアンジェラ・アキのコンサート,,,,,
m1,2024,エバース,,4位,雑談ファンタジスタ,,9,848点,桜の木の下,https://www.youtube.com/watch?v=kfbpoEgKsmU,,,,,,,,
m1,2024,ヤーレンズ,,5位,逆襲のノンストップ・ウザ,,2,825点,おにぎり屋さん,https://www.youtube.com/watch?v=xpoRX4JvvV4,,,,,,,,
m1,2024,トム・ブラウン,,6位,ラスト無秩序,,10,823点,コール,https://www.youtube.com/watch?v=qUm89bwMg8A,,,,,,,,
m1,2024,ダイタク,,7位,双子無双,,5,820点,ヒーローインタビュー,,,,,,,,,
m1,2024,マユリカ,,7位,（敗者復活組）,,4,820点,同窓会,,,,,,,,,
m1,2024,ジョックロック,,9位,爆音ダークホース,,6,819点,医療ドラマ,https://www.youtube.com/watch?v=tIYiy3YPPeI,,,,,,,,
m1,2024,ママタルト,,10位,デカすぎるにもほどがある!,,8,812点,銭湯,,,,,,,,,
m1,2024,インディアンス,,準決勝進出,,,,,,,,,,,,,,
m1,2024,金魚番長,,準決勝進出,,,,,,,,,,,,,,
m1,2024,十九人,,準決勝進出,,,,,,,,,,,,,,
m1,2024,今夜も星が綺麗,,準決勝進出,,,,,,,,,,,,,,
m1,2024,フースーヤ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,ドンデコルテ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,ダンビラムーチョ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,カベポスター,,準決勝進出,,,,,,,,,,,,,,
m1,2024,カラタチ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,ナイチンゲールダンス,,準決勝進出,,,,,,,,,,,,,,
m1,2024,滝音,,準決勝進出,,,,,,,,,,,,,,
m1,2024,家族チャーハン,,準決勝進出,,,,,,,,,,,,,,
m1,2024,男性ブランコ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,豪快キャプテン,,準決勝進出,,,,,,,,,,,,,,
m1,2024,シシガシラ,,準決勝進出,,,,,,,,,,,,,,
m1,2024,豆鉄砲,,準決勝進出,,,,,,,,,,,,,,
m1,2024,オズワルド,,準決勝進出,,,,,,,,,,,,,,
m1,2024,スタミナパン,,準決勝進出,,,,,,,,,,,,,,
m1,2024,例えば炎,,準決勝進出,,,,,,,,,,,,,,
m1,2024,ひつじねいり,,準決勝進出,,,,,,,,,,,,,,
m1,2024,ロングコートダディ,,準決勝進出,（TVerワイルドカード枠）,,,,,,,,,,,,,
m1,2024,ダブルヒガシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,天才ピアニスト,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,駐輪ガム,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,鬼としみちゃむ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,涼風,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,茜250cc,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,いつもたいしゃ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,華山,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,愛凛冴,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,タチマチ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,たくろう,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,マーメイド,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,チェリー大作戦,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,カンフーカンフー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,パーティーパーティー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,タレンチ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,帝国チーズグラタン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,三遊間,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,オーサカクレオパトラ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ぐろう,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,セルライトスパ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,イチオク,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,黒帯,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,デルマパンゲ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,からし蓮根,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,チューリップフィクサー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,スナフキンズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,生姜猫,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ヤマシタマキシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ドーナツ・ピーナツ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,20世紀,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,センリーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,カゲヤマ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ぱろぱろ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,マリーマリー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,トンツカタン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ビスケットブラザーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,無尽蔵,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,シカゴ実業,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,四千頭身,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ドラゴン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,カーネーション,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ちゃんぴおんず,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,マウンテンブック,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,素敵じゃないか,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,イチゴ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ナユタ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,乙女ブレンド,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,鶴亀,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,紅しょうが,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,さすらいラビー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,EXIT,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,コットン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,サルベース,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,コロコロチキチキペッパーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,コーツ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,シンクロニシティ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,スロッピ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,レインボー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,世間知らズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ゆにばーす,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,TOKYO COOL,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,戦慄のピーカブー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,軟水,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ネイチャーバーガー,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,わらふぢなるお,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,東京ホテイソン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ワラバランス,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,キュウ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,おとうふ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,きしたかの,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,トット,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,太鵬,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ボブのコーラ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,くらげ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,頭虚偽罪,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,きつね日和,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,まぐろ兄弟,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,デニス,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ミキ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,アズーロ24,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ケビンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,オダウエダ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,大自然,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,夕げ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ヨネダ2000,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,カナメストーン,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,インテイク,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,キンボシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ダンゴ虫たち,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,フランスピアノ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ガクヅケ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,TCクラクション,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ニッポンの社長,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,とらふぐ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ネコニスズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,パパパスタ!?,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,シモリュウ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,オフローズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,じぐざぐ,,準々決勝進出,,,,,,,,,,,,,,
m1,2024,ラパルフェ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,令和ロマン,,優勝,エキセントリックルーキー,,1,648点,少女漫画,https://www.youtube.com/watch?v=mPMcWNPlTro,1番,4票,町工場,https://www.youtube.com/watch?v=-rMr9YYw6e8,,,,
m1,2023,ヤーレンズ,,2位,ノンストップ・ウザ,,6,656点,お引越し,https://www.youtube.com/watch?v=qMTmqRsy7Eo,2番,3票,ラーメン屋さん,https://www.youtube.com/watch?v=IRsPOxLeDxk,,,,
m1,2023,さや香,,3位,激情リベンジ,,3,659点,ホームステイ,,3番,0票,見せ算,,,,,
m1,2023,マユリカ,,4位,ずっとキモダチ,,5,645点,倦怠期,,,,,,,,,
m1,2023,真空ジェシカ,,5位,アンコントロールIII,,7,643点,Z画館,,,,,,,,,
m1,2023,カベポスター,,6位,草食系ロジカルモンスター,,4,635点,おまじない,,,,,,,,,
m1,2023,モグライダー,,7位,メジャーポンコツ,,10,632点,空に太陽がある限り,,,,,,,,,
m1,2023,ダンビラムーチョ,,8位,M-POP,,8,631点,カラオケボックス,,,,,,,,,
m1,2023,シシガシラ,,9位,（敗者復活組）,,2,627点,合コン,,,,,,,,,
m1,2023,くらげ,,10位,純情!ワイシャツとアロハ,,9,620点,思い出せない,https://www.youtube.com/watch?v=Aja2bsegJcM,,,,,,,,
m1,2023,ダブルヒガシ,,準決勝進出,（TVerワイルドカード枠）,,,,,,,,,,,,,
m1,2023,ぎょうぶ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,きしたかの,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ドーナツ・ピーナツ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ママタルト,,準決勝進出,,,,,,,,,,,,,,
m1,2023,フースーヤ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,トム・ブラウン,,準決勝進出,,,,,,,,,,,,,,
m1,2023,華山,,準決勝進出,,,,,,,,,,,,,,
m1,2023,スタミナパン,,準決勝進出,,,,,,,,,,,,,,
m1,2023,豪快キャプテン,,準決勝進出,,,,,,,,,,,,,,
m1,2023,オズワルド,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ヘンダーソン,,準決勝進出,,,,,,,,,,,,,,
m1,2023,バッテリィズ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ナイチンゲールダンス,,準決勝進出,,,,,,,,,,,,,,
m1,2023,鬼としみちゃむ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ニッポンの社長,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ダイタク,,準決勝進出,,,,,,,,,,,,,,
m1,2023,20世紀,,準決勝進出,,,,,,,,,,,,,,
m1,2023,エバース,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ロングコートダディ,,準決勝進出,,,,,,,,,,,,,,
m1,2023,ななまがり,,準決勝進出,,,,,,,,,,,,,,
m1,2023,人間横丁,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,豆鉄砲,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,アインシュタイン,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,シンクロニシティ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ちゃんぴおんず,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,10億円,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,戦慄のピーカブー,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ミカボ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,めっちゃ最高ズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,イチゴ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,紅しょうが,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,金魚番長,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,インディアンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,カラタチ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,そいつどいつ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,とらふぐ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,すゑひろがりず,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,いぬ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,アイロンヘッド,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,シカゴ実業,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,男性ブランコ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,カゲヤマ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ケビンス,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,キンボシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ダイヤモンド,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,春組織,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,THIS IS パン,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,スーパーニュウニュウ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,素敵じゃないか,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,オフローズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ヨネダ2000,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,9番街レトロ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ひつじねいり,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,カナメストーン,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,じぐざぐ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,トンツカタン,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,エルフ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,十九人,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,オッパショ石,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,TCクラクション,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ゆにばーす,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ナユタ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,マチルダ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,EXIT,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,1000,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ダウ90000,1,準々決勝進出,,,,,,,,,,,,,,
m1,2023,バンビーノ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,からし蓮根,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,わらふぢなるお,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,大仰天,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,Let Me Show You THE まごころ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,キュウ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,きつね日和,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,忘れる。,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,東京ホテイソン,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ストレッチーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,パンプキンポテトフライ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,やわら,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ミキ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,オダウエダ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,モシモシ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,サブマごり押し,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,ジグザグジギー,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,コーツ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,パーフェクトパワーズ,,準々決勝進出,,,,,,,,,,,,,,
m1,2023,隣人,,準々決勝進出,,,,,,,,,,,,,,
