name,number,note,reading,kind,birth_date,m1_url,canonical_name,canonical_number
一平,,,いっぺい,p,1992年06月12日,,,
星野光樹,,,ほしのこうき,p,1992年07月04日,,,
Gパンパンダ 星野,,,じーぱんぱんだほしのこうき,p,,,星野光樹,
Gパンパンダ星野,,,じーぱんぱんだほしのこうき,p,,,星野光樹,
ママタルト,,,ままたると,u,2016年04月01日,https://www.m-1gp.com/combi/4614.html,,
大鶴肥満,,,おおつるひまん,p,1991年07月20日,,,
檜原洋平,,,ひわらようへい,p,1991年07月27日,,,
ママタルト檜原,,,ままたるとひわら,p,,,檜原洋平,
ボブスレー黒岡,,,ぼぶすれーくろおか,p,1992年06月29日,,,
脳みそ夫,,,のうみそお,p,1980年1月22日,,,
永野,,,ながの,p,1974年9月2日,,,
ウエスP,,,うえすぴー,p,1987年11月15日,,,
もう中学生,,,もうちゅうがくせい,p,1983年02月14日,,,
にたりひょん吉,,,にたりひょんきち,p,1990年09月06日,,,
TEAM近藤,,,ちーむこんどう,p,1983年05月05日,,,
シオマリアッチ,,,しおまりあっち,p,1982年9月4日,,,
シテントル,,,してんとる,u,2017年5月1日,https://www.m-1gp.com/combi/24763.html,,
上条ちゃわん,,,かみじょうちゃわん,p,1994年03月17日,,,
山賀巧巳,,,やまがたくみ,p,1996年07月31日,,,
加藤淳仁,,,かとうあつひと,p,1991年07月05日,,,
ぴろしき,,,ぴろしき,u,2019年09月01日,https://www.m-1gp.com/combi/11793.html,,
山崎こうじろう,,,やまざきこうじろう,p,1989年07月24日,,,
ガッチー青木,,,がっちーあおき,p,1992年11月09日,,,
丸田,,,まるた,p,1992年04月08日,,,
ウォーターズ,,,うぉーたーず,u,2018年04月01日,https://www.m-1gp.com/combi/8922.html,,
とう,,,とう,p,1999年12月20日,,,
魂人,,,たまひと,p,2000年01月07日,,,
ウーマンラッシュアワー,,,うーまんらっしゅあわー,u,2008年9月,,,
中川パラダイス,,,なかがわぱらだいす,p,1981年4月12日,,,
村本本田,,,むらもとほんだ,u,2003年9月,,,
村本大輔,,,むらもとだいすけ,p,1980年11月25日,,,
本田一馬,,,ほんだかずま,p,1980年10月03日,,,
鳥居パラダイス,,,とりいぱらだいす,u,2023年09月01日,https://www.m-1gp.com/combi/29910.html,,
鳥居みゆき,,,とりいみゆき,p,1981年03月18日,,,
お宿,,,おやど,u,2022年04月01日,https://www.m-1gp.com/combi/19518.html,,
ハワイユー野田,,,はわいゆーのだ,p,1981年07月8日,,,
スズメノナミダ,,,すずめのなみだ,p,1992年09月16日,,,
マジメニマフィン,,,まじめにまふぃん,u,2012年11月01日,https://www.m-1gp.com/combi/3118.html,,
知念アマン,,,ちねんあまん,p,1989年09月12日,,,
ちばけん,,,ちばけん,p,1990年03月13日,,,
泥まみれ,,,どろまみれ,u,2024年08月01日,https://www.m-1gp.com/combi/30879.html,,
ヤサイポトフ,,,やさいぽとふ,p,1997年07月30日,,,
シュウ,,,しゅう,p,1999年08月05日,,,
いっせー,,,いっせー,p,1999年09月28日,,,
ガキフランキー,,,がきふらんきー,u,2021年04月01日,https://www.m-1gp.com/combi/15429.html,,
大塚かかと,,,おおつかかかと,p,1992年10月17日,,,
阿南ハイパードライ,,,あなんはいぱーどらい,p,1992年08月26日,,,
鈍器ノ様ナ者,,コンビ名,どんきのようなもの,u,2018年10月1日,https://www.m-1gp.com/combi/9796.html,,
寺尾巨神兵,,,てらおきょしんへい,p,1993年11月05日,,,
鈍器ノ様ナ者,1,個人,どんきのようなもの,p,1990年09月29日,,,
文句,,,もんく,u,2021年,https://www.m-1gp.com/combi/15646.html,,
松ヤニ,,,まつやに,p,1997年07月11日,,,
狂犬,,,きょうけん,p,1998年02月16日,,,
スピーディーハンター,,,すぴーでぃーはんたー,u,2021年06月10日,https://www.m-1gp.com/combi/21270.html,,
聖王DATE,,,じょうおうでいと,p,1994年05月06日,,,
タイガーDATE,,,たいがーでいと,p,1996年12月16日,,,
超速バギー,,,ちょうそくばぎー,u,2021年03月08日,https://www.m-1gp.com/combi/17079.html,,
アキラ,,,あきら,p,1983年06月11日,,,
明里洋輔,,,あかりようすけ,p,1990年03月01日,,,
ハマムラ,,,はまむら,p,1987年09月08日,,,
おたまじゃくし,,,おたまじゃくし,u,2014年12月1日,https://www.m-1gp.com/combi/243.html,,
ほりお,,,ほりお,p,1991年06月05日,,,
おたまじゃくし中西,,,おたまじゃくしなかにし,p,1987年03月12日,,,
ワンドール,,,わんどーる,u,2020年02月29日,https://www.m-1gp.com/combi/12348.html,,
相模将,,,さがみまさや,p,1995年03月19日,,,
ドールゆきんこ,,,どーるゆきんこ,p,1998年08月12日,,,
まんざらでもねぇ,,,まんざらでもねぇ,u,2017年3月21日,https://www.m-1gp.com/combi/2036.html,,
将平,,,しょうへい,p,1997年02月03日,,,
涼平,,,りょうへい,p,1995年01月31日,,,
雷鳥,,,らいちょう,u,2010年10月01日,https://www.m-1gp.com/combi/2557.html,,
ゆういち,,,ゆーいち,p,1979年8月29日,,,
お姉ちゃん,,,おねえちゃん,p,1977年6月9日,,,
セッツァー,,,せっつぁー,u,2017年07月01日,https://www.m-1gp.com/combi/6726.html,,
女将,,,おかみ,u,,,セッツァー,
つげちゃん,,,つげちゃん,p,1982年11月25日,,,
ダリル,,,だりる,p,1984年07月19日,,,
ミスター大冒険。,,,みすたーだいぼうけん,u,2021年11月01日,https://www.m-1gp.com/combi/18646.html,,
りょうせい,,,りょうせい,p,1993年05月26日,,,
井福一本道,,,いふくいっぽんみち,p,1992年10月17日,,,
アインシュタイン,,,あいんしゅたいん,u,2011年4月1日,https://www.m-1gp.com/combi/68.html,,
河井ゆずる,,,かわいゆずる,p,1980年11月28日,,,
稲田直樹,,,いなだなおき,p,1984年12月28日,,,
いなだなおき,,,いなだなおき,p,,,稲田直樹,
アインシュタイン 稲田,,,あいんしゅたいんいなだ,p,,,稲田直樹,
ザ・ギース,,,ざぎーす,u,2004年,,,
THE GEESE,,,ざぎーす,u,,,ザ・ギース,
高佐一慈,,,たかさくにやす,p,1980年9月2日,,,
アポロン高佐,,,あぽろんたかさ,p,,,高佐一慈,
尾関高文,,,おぜきたかふみ,p,1977年8月6日,,,
阿佐ヶ谷姉妹,,,あさがやしまい,u,2007年10月,https://www.m-1gp.com/combi/418.html,,
渡辺江里子,,,わたなべえりこ,p,1972年7月15日,,,
木村美穂,,,きむらみほ,p,1973年11月15日,,,
ラブレターズ,,,らぶれたーず,u,2009年4月1日,https://www.m-1gp.com/combi/17753.html,,
塚本直毅,,,つかもとなおき,p,1984年12月28日,,,
溜口佑太朗,,,ためぐちゆうたろう,p,1985年1月19日,,,
ASH＆Dコーポレーション,,,あっしゅあんどでぃーこーぽれーしょん,u,,,,
みさわ大福,,,みさわだいふく,p,1986年7月1日,,,
大福,,,だいふく,p,,,みさわ大福,
独唱の塔天,,,どくしょうのとうてん,p,1992年08月14日,,,
読点,,,とうてん,p,,,独唱の塔天,
きしたかの,,,きしたかの,u,2012年5月1日,https://www.m-1gp.com/combi/12335.html,,
岸大将,,,きしたいすけ,p,1990年02月03日,,,
高野正成,,,たかのまさなり,p,1989年05月20日,,,
きしたかの たかのピエロ,,,きしたかのたかのぴえろ,p,,,高野正成,
たかのピエロ,,,たかのぴえろ,p,,,高野正成,
流れ星☆,,,ながれぼし,u,2000年6月,https://www.m-1gp.com/combi/381.html,,
流れ星,,,ながれぼし,u,,,流れ星☆,
ちゅうえい,,,ちゅうえい,p,1978年07月29日,,,
流れ星 ちゅうえい,,,ながれぼしちゅうえい,p,,,ちゅうえい,
たきうえ,,,たきうえ,p,1978年12月12日,,,
スーパーマラドーナ,,,すーぱーまらどーな,u,2003年12月,https://www.m-1gp.com/combi/634.html,,
マラドーナ,,,まらどーな,u,,,スーパーマラドーナ,
田中一彦,,,たなかかずひこ,p,1977年10月15日,,,
スーパーマラドーナ 田中一彦,,,すーぱーまらどーなたなかかずひこ,p,,,田中一彦,
武智,,,たけち,p,1978年08月03日,,,
モグライダー,,,もぐらいだー,u,2009年1月1日,https://www.m-1gp.com/combi/334.html,,
ともしげ,,,ともしげ,p,1982年05月31日,,,
芝大輔,,,しばだいすけ,p,1983年07月25日,,,
モグライダー芝,,,もぐらいだーしば,p,,,芝大輔,
藤崎マーケット,,,ふじさきまーけっと,u,2005年10月,https://www.m-1gp.com/combi/528.html,,
トキ,,,とき,p,1984年12月06日,,,
藤崎マーケット・トキ,,,ふじさきまーけっととき,p,,,トキ,
藤崎マーケットトキ,,,ふじさきまーけっととき,p,,,トキ,
田崎佑一,,,たさきゆういち,p,1981年01月29日,,,
藤崎マーケット田崎佑一,,,ふじさきまーけっとたさきゆういち,p,,,田崎佑一,
藤崎マーケット田崎,,,ふじさきまーけっとたさき,p,,,田崎佑一,
田崎佑一（藤崎マーケット）,,,たさきゆういちふじさきまーけっと,p,,,田崎佑一,
田崎ソムリエ佑一,,,たさきそむりえゆういち,p,,,田崎佑一,
エージェント,,,えーじぇんと,u,,,,
安房真,,,あわまこと,p,,,,
銀シャリ,,,ぎんしゃり,u,2005年8月,https://www.m-1gp.com/combi/1928.html,,
橋本直,,,はしもとなお,p,1980年09月27日,,,
銀シャリ橋本,,,ぎんしゃりはしもと,p,,,橋本直,
鰻和弘,,,うなぎかずひろ,p,1983年08月31日,,,
銀シャリ 鰻,,,ぎんしゃりうなぎ,p,,,鰻和弘,
MORIYAMA,,,もりやま,p,1984年8月26日,,,
かみじょうたけし,,,かみじょうたけし,p,1977年12月31日,,,
近藤岳登,,,こんどうがくと,p,1981年02月10日,,,
ユリオカ超特Q,,,ゆりおかちょうとっきゅう,p,1968年4月1日,,,
鈴木ララバイ,,,すずきららばい,p,1983年05月05日,,,
やのぱん,,,やのぱん,p,1974年11月3日,,,
おばたのお兄さん,,,おばたのおにいさん,p,1988年06月05日,,,
立ちのぼる虎の如し,,,たちのぼるとらのごとし,p,1976年8月18日,,,
レオちゃん,,,れおちゃん,p,,,立ちのぼる虎の如し,
クロコダイル ミユ,,,くろこだいるみゆ,p,1995年7月29日,,,
ぶらっくさむらい,,,ぶらっくさむらい,p,1980年11月16日,,,
平野ノラ,,,ひらののら,p,1978年10月20日,,,
木下貴信,,,きのしたたかのぶ,p,1977年09月13日,,,
パタパタママ木下,,,ぱたぱたままきのした,p,,,木下貴信,
satomi,,,さとみ,p,1978年8月22日,,,
うがじん,,,うがじん,u,2001年12月,,,
ごめんねキヨシ,,,ごめんねきよし,p,1975年10月14日,,,
大木ゆう作,,,おおきゆうさく,p,1974年3月2日,,,
内海仁志,,,うつみひとし,p,1972年05月06日,,,
カートヤング,,,かーとやんぐ,p,,,内海仁志,
どくろ団,,,どくろだん,p,,,内海仁志,
アイロンヘッド,,,あいろんへっど,u,2008年4月,https://www.m-1gp.com/combi/1373.html,,
ナポリ,,,なぽり,p,1985年01月10日,,,
辻井亮平,,,つじいりょうへい,p,1985年02月01日,,,
GOOD BOY,,,ぐっどぼーい,p,,,辻井亮平,
頼知輝,,,らいともてる,p,1980年8月4日,,,
三又又三,,,みまたまたぞう,p,1967年5月27日,,,
やしろ優,,,やしろゆう,p,1987年7月9日,,,
R藤本,,,あーるふじもと,p,1981年03月16日,,,
永井佑一郎,,,ながいゆういちろう,p,1977年11月6日,,,
ガリガリガリクソン,,,がりがりがりくそん,p,1986年02月19日,,,
代走みつくに,,,だいそうみつくに,p,1974年6月2日,,,
桜 稲垣早希,,,さくらいながきさき,p,1983年12月27日,,,
桜・稲垣早希,,,さくらいながきさき,p,,,桜 稲垣早希,
イワイガワ,,,いわいがわ,u,2003年,,,
井川修司,,,いがわしゅうじ,p,1973年5月17日,,,
イワイガワ井川,,,いわいがわいがわ,p,,,井川修司,
岩井ジョニ男,,,いわいじょにお,p,4月27日,,,
ザブングル,,,ざぶんぐる,u,1999年9月,,,
松尾陽介,,,まつおようすけ,p,1977年1月28日,,,
ザブングル加藤,,,ざぶんぐるかとう,p,1974年10月26日,,,
ザブングル加藤歩,,,ざぶんぐるかとうあゆむ,p,,,ザブングル加藤,
きくりん,,,きくりん,p,1976年4月19日,,,
くじら,,,くじら,p,1975年4月12日,,,
まなてぃ,,,まなてぃ,p,1976年8月20日,,,
マナティ,,,まなてぃ,p,,,まなてぃ,
真空ジェシカ,,,しんくうじぇしか,u,2012年5月1日,https://www.m-1gp.com/combi/766.html,,
川北茂澄,,,かわきたしげと,p,1989年05月23日,,,
真空ジェシカ川北,,,しんくうじぇしかかわきた,p,,,川北茂澄,
ガク,,,がく,p,1990年12月03日,,,
ニューカリカ,,,にゅーかりか,u,1997年3月17日,,,
カリカ,,,かりか,u,,,ニューカリカ,
林よしはる,,,はやしよしはる,p,1976年12月12日,,,
マンボウやしろ,,,まんぼうやしろ,p,1976年7月19日,,,
はだか電球,,,はだかでんきゅう,u,2004年5月,,,
月亭太遊,,,つきていたいゆう,p,1984年4月21日,,,
後藤レクイエム,,,ごとうれくいえむ,p,,,月亭太遊,
山下吉宗,,,やましたよしむね,p,1984年4月15日,,,
ストリーク,,,すとりーく,u,1995年7月,,,
山田スタジアム,,,やまだすたじあむ,p,1976年8月31日,,,
ストリーク山田,,,すとりーくやまだ,p,,,山田スタジアム,
吉本峰之,,,よしもとみねゆき,p,1977年2月19日,,,
印度の林檎,,,いんどのりんご,p,1984年12月15日,,,
快児,,,かいじ,p,1978年7月14日,,,
金谷ヒデユキ,,,かなやひでゆき,p,1965年10月4日,,,
もみバルーン,,,もみばるーん,p,1974年6月18日,,,
長江もみ,,,ながえもみ,p,,,もみバルーン,
三遊亭好志朗,,,さんゆうていこうしろう,p,1973年10月9日,,,
西村,,,にしむら,p,,,三遊亭好志朗,
ねづっち,,,ねづっち,p,1975年2月18日,,,
マリッジスターこうもと,,,まりっじすたーこうもと,p,1984年11月1日,,,
マリッジブルーこうもと,,,まりっじぶるーこうもと,p,,,マリッジスターこうもと,
シンプル,,,しんぷる,u,2006年1月,,,
恋愛小説家,,,れんあいしょうせつか,u,,,シンプル,
大狸ぽんぽこ,,,おおだぬきぽんぽこ,p,1984年12月11日,,,
恋愛小説家・大蜘蛛,,,れんあいしょうせつかおおくも,p,,,大狸ぽんぽこ,
西野晶雄,,,にしのあきお,p,1980年5月19日,,,
はんにゃ.,,,はんにゃ,u,2005年4月,,,
はんにゃ,,,はんにゃ,u,,,はんにゃ.,
川島章良,,,かわしまあきよし,p,1982年01月20日,,,
金田哲,,,かなださとし,p,1986年02月06日,,,
はんにゃ金田,,,はんにゃかなだ,p,,,金田哲,
アナログタロウ,,,あなろぐたろう,p,1973年8月28日,,,
山形尚平,,,やまがたしょうへい,p,1981年8月24日,,,
エクセレンツ山形,,,えくせれんつやまがた,p,,,山形尚平,
りっぺ,,,りっぺ,p,1986年6月27日,,,
森田まりこ,,,もりたまりこ,p,1981年02月11日,,,
島田珠代,,,しまだたまよ,p,1970年05月10日,,,
ウ・キリュウ,,,うきりゅう,p,1988年10月7日,,,
あしゅらウ・キリュウ,,,あしゅらうきりゅう,p,,,ウ・キリュウ,
井手小吉,,,いでしょうきち,p,1985年10月22日,,,
キック,,,きっく,p,1979年11月13日,,,
KICK☆,,,きっく,p,,,キック,
こばやしけん太,,,こばやしけんた,p,1978年2月21日,,,
楽しんご,,,たのしんご,p,1979年3月15日,,,
ファミリーレストラン,,,ふぁみりーれすとらん,u,1998年10月,,,
ジャンクション,,,じゃんくしょん,u,,,ファミリーレストラン,
ハラダ,,,はらだ,p,1976年11月08日,,,
しもばやし,,,しもばやし,p,1976年05月25日,,,
ファミリーレストランしもばやし,,,ふぁみりーれすとらんしもばやし,p,,,しもばやし,
ジャンクション下林,,,じゃんくしょんしもばやし,p,,,しもばやし,
バイきんぐ,,,ばいきんぐ,u,1996年5月,,,
小峠英二,,,ことうげえいじ,p,1976年6月6日,,,
バイきんぐ小峠,,,ばいきんぐことうげ,p,,,小峠英二,
西村瑞樹,,,にしむらみずき,p,1977年4月23日,,,
飛石連休,,,とびいしれんきゅう,u,1999年11月,,,
岩見よしまさ,,,いわみよしまさ,p,1979年5月20日,,,
藤井ペイジ,,,ふじいぺいじ,p,1972年3月12日,,,
四次元ナイフ,,,よじげんないふ,u,1997年3月,,,
山内祥聖,,,やまうちよしまさ,p,1974年4月6日,,,
ずばり！タコ介,,,ずばりたこすけ,p,1975年04月18日,,,
経理のや〜もっさん,,,けいりのやーもっさん,p,,,ずばり！タコ介,
キャン×キャン,,,きゃんきゃん,u,1999年,,,
玉城俊幸,,,たまきとしゆき,p,1979年7月1日,,,
ゆっきー,,,ゆっきー,p,1977年7月5日,,,
長浜之人,,,ながはまゆきひと,p,,,ゆっきー,
キャン×キャン長浜之人,,,きゃんきゃんながはまゆきひと,p,,,ゆっきー,
いがわゆり蚊,,,いがわゆりか,p,1982年09月05日,,,
小泉エリ,,,こいずみえり,p,1982年03月28日,,,
後藤秀樹,,,ごとうひでき,p,1972年1月21日,,,
杉岡みどり,,,すぎおかみどり,p,1971年11月19日,,,
石野桜子,,,いしのさくらこ,p,1971年7月27日,,,
田村良子,,,たむらりょうこ,p,,,石野桜子,
ちゃらんぽらん冨好,,,ちゃらんぽらんとみよし,p,1960年10月06日,,,
町田隼人,,,まちだはやと,p,1985年2月6日,,,
森プロジェクト,,,もりぷろじぇくと,p,1978年10月10日,,,
矢野勝也,,,やのかつや,p,1970年8月17日,,,
やまだひろあき,,,やまだひろあき,p,1983年4月28日,,,
山田ひろあき,,,やまだひろあき,p,,,やまだひろあき,
くまだまさし,,,くまだまさし,p,1973年07月26日,,,
小林アナ,,,こばやしあな,p,1981年12月18日,,,
さな,,,さな,p,1988年9月14日,,,
スギタヒロシ,,,すぎたひろし,p,1972年8月14日,,,
星野卓也,,,ほしのたくや,p,1977年3月4日,,,
ホリ,,,ほり,p,1977年2月11日,,,
吉富Aボタン,,,よしとみえーぼたん,p,1980年6月11日,,,
品川庄司,,,しながわしょうじ,u,1995年8月,,,
品川祐,,,しながわひろし,p,1972年04月26日,,,
庄司智春,,,しょうじともはる,p,1976年01月01日,,,
天津,,,てんしん,u,1999年2月,,,
木村卓寛,,,きむらたくひろ,p,1976年05月22日,,,
天津木村,,,てんしんきむら,p,,,木村卓寛,
天津飯大郎,,,てんしんはんたろう,p,1980年02月27日,,,
天津向,,,てんしんむかい,p,,,天津飯大郎,
天津 向,,,てんしんむかい,p,,,天津飯大郎,
ポンバシ系 向,,,ぽんばしけいむかい,p,,,天津飯大郎,
18KIN,,,じゅうはちきん,u,,,,
大滝裕一,,,おおたきゆういち,p,1973年10月19日,,,
今泉,,,いまいずみ,p,1973年10月15日,,,
ランディーズ,,,らんでぃーず,u,1995年,,,
高井俊彦,,,たかいとしひこ,p,1975年8月27日,,,
中川貴志,,,なかがわたかし,p,1975年7月4日,,,
代打屋中川,,,だいだやなかがわ,p,,,中川貴志,
代打屋中川（ランディーズ・中川）,,,だいだやなかがわ,p,,,中川貴志,
中川春団治（ランディーズ）,,,なかがわはるだんじ,p,,,中川貴志,
赤プル,,,あかぷる,p,1977年9月26日,,,
赤いプルトニウム,,,あかいぷるとにうむ,p,,,赤プル,
岩間よいこ,,,いわまよいこ,p,1985年4月10日,,,
岩間よいこ（パルフェ）,,,いわまよいこぱるふぇ,p,,,岩間よいこ,
ウクレレえいじ,,,うくれれえいじ,p,1967年01月18日,,,
ゴンゾー,,,ごんぞー,p,1985年12月26日,,,
タッツィー,,,たっつぃー,p,1984年6月10日,,,
きーぽん,,,きーぽん,p,1976年9月18日,,,
DJきーぽん,,,でぃーじぇーきーぽん,p,,,きーぽん,
にしおかすみこ,,,にしおかすみこ,p,1974年11月18日,,,
はいじぃ,,,はいじぃ,p,1975年8月26日,,,
立川只四楼,,,たてかわただしろう,p,1979年6月18日,,,
メンソールライト,,,めんそーるらいと,p,,,立川只四楼,
ゆってぃ,,,ゆってぃ,p,1977年1月25日,,,
渡辺直美,,,わたなべなおみ,p,1987年10月23日,,,
カマグチ,,,かまぐち,p,1984年1月29日,,,
安心のカマグチ,,,あんしんのかまぐち,p,,,カマグチ,
中川どっぺる,,,なかがわどっぺる,p,1980年10月12日,,,
ハロー植田,,,はろーうえだ,p,1980年11月30日,,,
アンジャッシュ,,,あんじゃっしゅ,u,1993年,,,
渡部建,,,わたべけん,p,1972年9月23日,,,
児嶋一哉,,,こじまかずや,p,1972年7月16日,,,
シャカ,,,しゃか,u,1997年,,,
植松俊介,,,うえまつしゅんすけ,p,1974年8月22日,,,
シャカ大熊,,,しゃかおおくま,p,1974年12月16日,,,
ヒデヨシ,,,ひでよし,u,2004年2月,,,
岡本知己,,,おかもとともき,p,1981年2月15日,,,
ゆうき,,ヒデヨシのメンバー,ゆうき,p,1978年3月24日,,,
ヒデヨシ・ゆうき,,,ひでよしゆうき,p,,,ゆうき,
Wエンジン,,,だぶるえんじん,u,2000年,,,
えとう窓口,,,えとうまどぐち,p,1973年4月23日,,,
チャンカワイ,,,ちゃんかわい,p,1980年6月15日,,,
西条みつとし,,,さいじょうみつとし,p,1978年4月12日,,,
あれきさんだーおりょう,,,あれきさんだーおりょう,p,,,西条みつとし,
出雲阿国,,,いずものおくに,p,1982年09月13日,,,
清水けんじ,,,しみずけんじ,p,1975年7月16日,,,
ズドン,,,ずどん,p,1980年1月5日,,,
竹内康晃,,,たけうちやすあき,p,1977年5月4日,,,
HEY! たくちゃん,,,へいたくちゃん,p,1981年7月2日,,,
星飛雄馬,,,ほしひゅうま,p,1978年3月13日,,,
本日は晴天なり,,,ほんじつはせいてんなり,p,1983年1月11日,,,
山本俊治,,,やまもととしはる,p,1979年2月26日,,,
ダンシングヒーロー,,,だんしんぐひーろー,u,2015年1月15日,https://www.m-1gp.com/combi/120.html,,
赤い自転車,,,あかいじてんしゃ,u,,,ダンシングヒーロー,
河中美二,,,かわなかよしつぐ,p,1980年03月29日,,,
宮田庸平,,,みやたようへい,p,1977年11月01日,,,
シャングリラ,,,しゃんぐりら,u,2009年3月,,,
山本あきこ,,,やまもとあきこ,p,1982年9月10日,,,
ウーマンリブ山本,,,うーまんりぶやまもと,p,,,山本あきこ,
アップダウン,,,あっぷだうん,u,1996年4月,,,
竹森巧,,,たけもりたくみ,p,1978年3月21日,,,
阿部浩貴,,,あべひろき,p,1977年4月20日,,,
アップダウン阿部,,,あっぷだうんあべ,p,,,阿部浩貴,
オードリー,,,おーどりー,u,2000年,,,
春日俊彰,,,かすがとしあき,p,1979年2月9日,,,
若林正恭,,,わかばやしまさやす,p,1978年9月20日,,,
オードリー若林,,,おーどりーわかばやし,p,,,若林正恭,
森三中,,,もりさんちゅう,u,1998年,,,
大島美幸,,,おおしまみゆき,p,1980年01月13日,,,
村上知子,,,むらかみともこ,p,1980年01月02日,,,
黒沢かずこ,,,くろさわかずこ,p,1978年10月17日,,,
黒沢かずこ（森三中）,,,くろさわかずこもりさんちゅう,p,,,黒沢かずこ,
ビーグル38,,,びーぐるさんじゅうはち,u,2008年8月,,,
中屋卓,,,なかやすぐる,p,1981年8月28日,,,
加藤統士,,,かとうもとし,p,1973年8月27日,,,
ビーグル38能勢,,,びーぐるさんじゅうはちのせ,p,1973年8月9日,,,
リトルこいし,,,りとるこいし,p,,,ビーグル38能勢,
せんたくばさみ,,,せんたくばさみ,u,1996年,,,
吉本英和,,,よしもとひでかず,p,1974年1月26日,,,
アントキの猪木,,,あんときのいのき,p,1973年6月8日,,,
エド・はるみ,,,えどはるみ,p,,,,
大西ライオン,,,おおにしらいおん,p,1979年11月13日,,,
狩野英孝,,,かのえいこう,p,1982年2月22日,,,
たいがー・りー,,,たいがーりー,p,1974年10月27日,,,
ランス39号,,,らんすさんじゅうきゅうごう,p,1979年11月08日,,,
若井おさむ,,,わかいおさむ,p,1973年01月09日,,,
元祖おかもと,,,がんそおかもと,p,1961年8月19日,,,
岡本さん（赤井組）,,,おかもとさんあかいぐみ,p,,,元祖おかもと,
ちゃいますねん八木,,,ちゃいますねんやぎ,p,1978年9月10日,,,
ツジカオルコ,,,つじかおるこ,p,1982年08月04日,,,
松原タニシ,,,まつばらたにし,p,1982年4月28日,,,
たんぽぽ,,,たんぽぽ,u,2008年,,,
白鳥久美子,,,しらとりくみこ,p,1981年12月11日,,,
川村エミコ,,,かわむらえみこ,p,1979年12月17日,,,
ポテト少年団,,,ぽてとしょうねんだん,u,1999年,,,
中谷貴寛,,,なかたにたかひろ,p,1976年2月5日,,,
キクチウソツカナイ。,,,きくちうそつかない,p,1973年7月24日,,,
ポテト少年団菊地,,,ぽてとしょうねんだんきくち,p,,,キクチウソツカナイ。,
内藤輝彦,,,ないとうてるひこ,p,1973年6月27日,,,
桜井ちひろ,,,さくらいちひろ,p,10月18日,,,
サワー沢口,,,さわーさわぐち,p,1975年8月4日,,,
タートル比嘉,,,たーとるひが,p,,,,
浜ロン,,,はまろん,p,1973年9月18日,,,
鮪男,,,まぐお,p,1969年1月1日,,,
名刀長塚,,,めいとうながつか,p,1975年5月24日,,,
柳原加奈子,,,やなぎはらかなこ,p,1986年2月3日,,,
冷蔵庫マン,,,れいぞうこまん,p,1961年5月2日,,,
ラジバンダリ西井,,,らじばんだりにしい,p,1975年6月27日,,,
コア・ファイター西井,,,こあふぁいたーにしい,p,,,ラジバンダリ西井,
JP,,,じぇーぴー,p,1983年7月31日,,,
ぴっかり高木,,,ぴっかりたかぎ,p,1973年3月6日,,,
三歩一,,,みほいち,p,,,,
村越周司,,,むらこししゅうじ,p,1972年10月13日,,,
ロリィタ族。,,,ろりぃたぞく,p,1986年4月16日,,,
チャド・マレーン,,コンビ名,ちゃどまれーん,u,1999年,,,
ジパング上陸作戦,,,じぱんぐじょうりくさくせん,u,,,チャド・マレーン,
ティカトウ,,,てぃかとう,p,1975年10月09日,,,
チャド・マレーン,1,個人名,ちゃどまれーん,p,1979年11月28日,,,
チャド,,,ちゃど,p,,,チャド・マレーン,1
国崎恵美,,,くにさきえみ,p,1976年12月24日,,,
フジイテルオ,,,ふじいてるお,p,1966年12月30日,,,
しましまてるお,,,しましまてるお,p,,,フジイテルオ,
了解しましま,,,りょうかいしましま,p,,,フジイテルオ,
D坊,,,でぃーぼう,p,,,,
ハッピーちゃん,,,はっぴーちゃん,p,,,,
ハッピーとしちゃん☆,,,はっぴーとしちゃん,p,,,ハッピーちゃん,
森美剛,,,もりよしたか,p,1974年7月7日,,,
山林久人,,,やまばやしひさと,p,,,,
結城アクションクラブ,,,ゆうきあくしょんくらぶ,p,,,,
千原ジュニア,,,ちはらじゅにあ,p,1974年03月30日,,,
猫ひろし,,,ねこひろし,p,1977年8月8日,,,
パッション屋良,,,ぱっしょんやら,p,1976年7月23日,,,
はなわ,,,はなわ,p,1976年7月20日,,,
次長課長,,,じちょうかちょう,u,1994年04月,,,
井上聡,,,いのうえさとし,p,1976年02月02日,,,
河本準一,,,こうもとじゅんいち,p,1975年04月07日,,,
河本センス準一（次長課長）,,,こうもとせんすじゅんいちじちょうかちょう,p,,,河本準一,
ユーマ,,,ゆーま,p,8月17日,,,
大木三郎,,,おおきさぶろう,p,,,ユーマ,
加藤誉子,,,かとうたかこ,p,1977年8月7日,,,
加藤たかこ,,,かとうたかこ,p,,,加藤誉子,
SOGANO妹子,,,そがのいもこ,p,,,,
竹井輝彦,,,たけいてるひこ,p,1965年9月17日,,,
テント,,,てんと,p,1951年5月16日,,,
ハローケイスケ,,,はろーけいすけ,p,1970年9月24日,,,
兵動大樹,,,ひょうどうだいき,p,1970年07月24日,,,
藤原Fオニオ,,,ふじわらえふおにお,p,,,,
藤原・F・オニオ,,,ふじわらえふおにお,p,,,藤原Fオニオ,
帽子屋お松,,,ぼうしやおまつ,p,1978年6月18日,,,
松本美香,,,まつもとみか,p,1970年7月13日,,,
横木ジョージ,,,よこぎじょーじ,p,1954年02月09日,,,
