name,number,note,reading,kind,birth_date,m1_url,canonical_name,canonical_number
クワバタオハラ,,,くわばたおはら,u,2000年,,,
くわばたりえ,,,くわばたりえ,p,1976年3月24日,,,
小原正子,,,おはらまさこ,p,1975年10月23日,,,
さくらんぼブービー,,,さくらんぼぶーびー,u,,,,
ツインズ,,,ついんず,u,,,,
プー＆ムー,,,ぷーあんどむー,u,,,,
シンパシー,,,しんぱしー,u,,,,
デカメロン,,,でかめろん,u,,,,
トライアングル,,,とらいあんぐる,u,,,,
どりあんず,,,どりあんず,u,,,,
ミルククラウン,,,みるくくらうん,u,,,,
ユキコミキ,,,ゆきこみき,u,,,,
レイカーズ,,,れいかーず,u,,,,
Bコース,,,びーこーす,u,1996年1月,,,
歩子,,,ぽこ,p,1976年08月19日,,,
ナベ,1,Bコースのメンバー,なべ,p,1976年3月28日,,,
タケト,,,たけと,p,1976年03月02日,,,
おはよう。,,,おはよう,u,,,,
少年ギャング,,,しょうねんぎゃんぐ,u,,,,
ママ・レンジ,,,ままれんじ,u,,,,
ママレンジ,,,ままれんじ,u,,,ママ・レンジ,
花鳥風月,,,かちょうふうげつ,u,,,,
イザベルとベネ,,,いざべるとべね,u,,,,
ニブンノゴ！,,,にぶんのご,u,1997年7月,,,
宮地謙典,,,みやじけんすけ,p,1976年5月13日,,,
森本英樹,,,もりもとひでき,p,1978年4月2日,,,
大川知英,,,おおかわともひで,p,1978年5月24日,,,
石田・花子,,,いしだはなこ,u,,,,
相性はいいよね,,,あいしょうはいいよね,u,2023年10月01日,https://www.m-1gp.com/combi/30993.html,,
ヤダヤムクン,,,やだやむくん,p,1992年09月18日,,,
エビランド,,,えびらんど,p,1991年02月05日,,,
オニイチャン,,,おにいちゃん,u,2019年05月01日,https://www.m-1gp.com/combi/7477.html,,
府上ふが,,,ふがみふが,p,1996年12月01日,,,
こんちゃん,,,こんちゃん,p,1994年04月03日,,,
さんぽ,,,さんぽ,u,2018年7月1日,https://www.m-1gp.com/combi/13109.html,,
岩永いわな,,,いわながいわな,p,1991年07月14日,,,
とみやん,,,とみやん,p,1992年01月20日,,,
スクールゾーン,,,すくーるぞーん,u,2010年12月1日,https://www.m-1gp.com/combi/1508.html,,
橋本稜,,,はしもとりょう,p,1992年01月10日,,,
俵山俊,,,たわらやましゅん,p,1991年07月11日,,,
破壊ありがとう,,,はかいありがとう,u,2023年08月25日,https://www.m-1gp.com/combi/24766.html,,
田中机,,,たなかつくえ,p,1999年06月26日,,,
森もり,,,もりもり,p,1998年08月04日,,,
木下もくめ,,,きのしたもくめ,p,2000年09月03日,,,
リバーマン,,,りばーまん,u,,,,
市川新之助,,,いちかわしんのすけ,p,1999年5月27日,,,
古川冬芽,,,ふるかわとうが,p,2000年1月12日,,,
気になるあの娘,,,きになるあのこ,u,2022年04月01日,https://www.m-1gp.com/combi/18400.html,,
ぬま水沼,,,ぬまみずぬま,p,1989年11月16日,,,
カイト丸山,,,かいとまるやま,p,1997年07月28日,,,
にわか片山,,,にわかかたやま,p,1989年10月29日,,,
ブラゴーリ,,,ぶらごーり,u,2014年04月01日,https://www.m-1gp.com/combi/2422.html,,
塚田裕輝,,,つかだゆうき,p,1990年05月06日,,,
大ちゃん,2,ブラゴーリのメンバー,だいちゃん,p,1991年05月31日,,,
都トム,,,ととむ,u,2022年01月14日,https://www.m-1gp.com/combi/19560.html,,
可児正,,,かにただし,p,1994年07月09日,,,
高木払い,,,たかぎばらい,p,1992年11月13日,,,
5GAP,,,ふぁいぶぎゃっぷ,u,1999年03月,,,
クボケン,,,くぼけん,p,1980年10月10日,,,
トモ,1,5GAPのメンバー,とも,p,1976年02月15日,,,
いかすぜジョナサン,,,いかすぜじょなさん,u,2014年4月1日,https://www.m-1gp.com/combi/5234.html,,
小俣勇二,,,おまたゆうじ,p,1989年10月16日,,,
川村優太,,,かわむらゆうた,p,1989年07月20日,,,
高校ズ,,,こうこうず,u,,,,
モダンタイムス,,,もだんたいむす,u,2005年05月01日,https://www.m-1gp.com/combi/2443.html,,
川崎誠,,,かわさきまこと,p,1978年05月22日,,,
としみつ,,,としみつ,p,1978年10月29日,,,
アンゲラー,,,あんげらー,u,,,,
卯月,,,うづき,u,2016年1月1日,https://www.m-1gp.com/combi/2643.html,,
ザ・マミィ,,,ざまみぃ,u,2018年9月4日,,,
林田洋平,,,はやしだようへい,p,1992年09月10日,,,
酒井貴士,,,さかいたかし,p,1991年06月01日,,,
大仰天,,,だいぎょうてん,u,2019年4月1日,https://www.m-1gp.com/combi/9734.html,,
木場事変,,,こばじへん,p,1993年12月07日,,,
田口優斗,,,たぐちゆうと,p,1994年06月04日,,,
ダブルブッキング,,,だぶるぶっきんぐ,u,,,,
キュンキュンパフェ,,,きゅんきゅんぱふぇ,u,,,,
ずん,,,ずん,u,2000年,,,
飯尾和樹,,,いいおかずき,p,1968年12月22日,,,
やす,,,やす,p,1969年11月18日,,,
やさしい雨,,,やさしいあめ,u,2004年,,,
松崎克俊,,,まつざきかつとし,p,1983年9月2日,,,
吉本純,,,よしもとじゅん,p,1984年3月18日,,,
おかずクラブ,,,おかずくらぶ,u,2010年,,,
オカリナ,,,おかりな,p,1984年09月28日,,,
ゆいP,,,ゆいぴー,p,1986年04月28日,,,
かっぽんかっぽん,,,かっぽんかっぽん,u,,,,
ツィンテル,,,つぃんてる,u,,,,
ビーフケーキ,,,びーふけーき,u,,,,
ロマン峠,,,ろまんとうげ,u,2014年6月3日,https://www.m-1gp.com/combi/792.html,,
平岡純米,,,ひらおかじゅんまい,p,1987年02月06日,,,
井上が来たぞ,,,いのうえがきたぞ,p,1981年07月08日,,,
アナクロニスティック,,,あなくろにすてぃっく,u,,,,
イブンカ,,,いぶんか,u,,,,
キャベツ確認中,,,きゃべつかくにんちゅう,u,2002年05月,,,
しまぞうZ,,,しまぞうぜっと,p,1978年09月04日,,,
キャプテン★ザコ,,,きゃぷてんざこ,p,1976年11月02日,,,
クラスメイト,,,くらすめいと,u,,,,
スパイク,,,すぱいく,u,2009年4月1日,https://www.m-1gp.com/combi/1050.html,,
松浦志穂,,,まつうらしほ,p,1984年06月13日,,,
小川暖奈,,,おがわはるな,p,1990年02月07日,,,
日本エレキテル連合,,,にっぽんえれきてるれんごう,u,2008年,,,
橋本小雪,,,はしもとこゆき,p,1984年11月13日,,,
中野聡子,,,なかのそうこ,p,1983年11月12日,,,
ねじ,,,ねじ,u,2010年7月1日,https://www.m-1gp.com/combi/278.html,,
せじも,,,せじも,p,1984年12月03日,,,
ササキユーキ,,,ささきゆうき,p,1984年07月02日,,,
パンサー,,,ぱんさー,u,2008年06月,,,
菅良太郎,,,かんりょうたろう,p,1982年04月07日,,,
向井慧,,,むかいさとし,p,1985年12月16日,,,
尾形貴弘,,,おがたたかひろ,p,1977年04月27日,,,
アンダーポイント,,,あんだーぽいんと,u,,,,
イシクラノオノ,,,いしくらのおの,u,,,,
エネルギー,,,えねるぎー,u,,,,
キサラギ,,,きさらぎ,u,,,,
3フランシスコ,,,さんふらんしすこ,u,,,,
サルゴリラ,,,さるごりら,u,2016年1月1日,https://www.m-1gp.com/combi/3788.html,,
児玉智洋,,,こだまともひろ,p,1979年11月14日,,,
赤羽健壱,,,あかばけんいち,p,1979年04月06日,,,
ジューシーズ,,,じゅーしーず,u,2006年,,,
松橋,,,まつはし,p,1985年01月19日,,,
シロハタ,,,しろはた,u,,,,
弾丸ジャッキー,,,だんがんじゃっきー,u,,,,
ピレニーズ,,,ぴれにーず,u,,,,
本田兄妹,,,ほんだきょうだい,u,2005年3月,https://www.m-1gp.com/combi/791.html,,
本田ひでゆき,,,ほんだひでゆき,p,1980年6月18日,,,
本田あやの,,,ほんだあやの,p,1987年9月1日,,,
ワルステルダム,,,わるすてるだむ,u,,,,
がっつきたいか,,,がっつきたいか,u,,,,
ジプシーダンス,,,じぷしーだんす,u,,,,
ピテカントロプス,,,ぴてかんとろぷす,u,,,,
からあげディスコ,,,からあげでぃすこ,u,,,,
ザ・ゴールデンゴールデン,,,ざごーるでんごーるでん,u,2003年2月,,,
山﨑のぼる,,,やまざきのぼる,p,1979年6月14日,,,
きたざわひとし,,,きたざわひとし,p,1979年4月8日,,,
吉勝,,,よしかつ,p,1980年3月1日,,,
ロビンソンズ,,,ろびんそんず,u,2012年11月,https://www.m-1gp.com/combi/2538.html,,
シンボルタワー,,,しんぼるたわー,u,2006年4月,,,
隆二,,,りゅうじ,p,1980年8月26日,,,
石島毅久,,,いしじまたけひさ,p,1980年5月23日,,,
ジンカーズ,,,じんかーず,u,,,,
水玉れっぷう隊,,,みずたまれっぷうたい,u,1992年2月,,,
アキ,,,あき,p,1969年8月22日,,,
水玉れっぷう隊 アキ,,,みずたまれっぷうたいあき,p,,,アキ,
ケン,1,水玉れっぷう隊のメンバー,けん,p,1969年8月22日,,,
ムートン,,,むーとん,u,2003年4月1日,,,
ムートン伊藤,,,むーとんいとう,p,1977年7月5日,,,
ベアーズ島田キャンプ,,,べあーずしまだきゃんぷ,p,1977年7月6日,,,
回転ハッスル,,,かいてんはっする,u,,,,
ロシアン生まれ,,,ろしあんうまれ,u,,,ヤングウッズ,
オテンキ,,,おてんき,u,,,,
ガリットチュウ,,,がりっとちゅう,u,1998年08月,,,
熊谷茶,,,くまがいちゃ,p,1978年02月12日,,,
福島善成,,,ふくしまよしなり,p,1977年10月06日,,,
ケチン・ダ・コチン,,,けちんだこちん,u,2007年4月1日,https://www.m-1gp.com/combi/2798.html,,
けいたまん,,,けいたまん,p,1980年09月26日,,,
吉田幸市,,,よしだこういち,p,1980年11月23日,,,
ザ・フライ,,,ざふらい,u,,,,
ゆうきたけし,,,ゆうきたけし,u,2009年4月1日,https://www.m-1gp.com/combi/1887.html,,
たけし,,,たけし,p,1984年11月16日,,,
ゆうき,2,ゆうきたけしのメンバー,ゆうき,p,1985年02月02日,,,
大黒天,,,だいこくてん,u,,,,
83幕府,,,はちさんばくふ,u,,,,
ワチュワナドゥ,,,わちゅわなどぅ,u,,,,
ザ・アンモナイト,,,ざあんもないと,u,,,ワチュワナドゥ,
さかなDVD,,,さかなでぃーぶいでぃー,u,,,,
ニュークレープ,,,にゅーくれーぷ,u,2008年04月15日,https://www.m-1gp.com/combi/3172.html,,
ポラロイドマガジン,,,ぽらろいどまがじん,u,,,ニュークレープ,
ひろし,,,ひろし,p,1985年10月25日,,,
でび,,,でび,p,1985年06月11日,,,
ナターシャ,,,なたーしゃ,p,1986年11月07日,,,
野性爆弾,,,やせいばくだん,u,1994年4月1日,,,
くっきー！,,,くっきー,p,1976年03月12日,,,
野性爆弾 川島,,,やせいばくだんかわしま,p,,,くっきー！,
野性爆弾川島,,,やせいばくだんかわしま,p,,,くっきー！,
ロッシー,,,ろっしー,p,1975年04月06日,,,
D・N・A,,,でぃーえぬえー,u,2007年,,,
芝山大補,,,しばやまだいすけ,p,1986年2月12日,,,
山川将宏,,,やまかわまさひろ,p,1983年5月29日,,,
アストロNエース,,,あすとろえぬえーす,u,,,,
ミヤモト作戦,,,みやもとさくせん,p,,,,
DA-DA,,,だだ,u,,,,
カレー,,,かれー,u,,,,
ザ・マンモス,,,ざまんもす,u,,,,
フルーツポンチ,,,ふるーつぽんち,u,2005年04月,https://www.m-1gp.com/combi/3482.html,,
村上健志,,,むらかみけんじ,p,1980年12月08日,,,
亘健太郎,,,わたりけんたろう,p,1980年07月12日,,,
三日月トリオ,,,みかづきとりお,u,,,,
FUJIWARA,,,ふじわら,u,1989年04月,,,
原西孝幸,,,はらにしたかゆき,p,1971年03月05日,,,
藤本敏史,,,ふじもととしふみ,p,1970年12月18日,,,
キンデルダイク,,,きんでるだいく,u,,,,
ジョイマン,,,じょいまん,u,2003年04月,https://www.m-1gp.com/combi/2864.html,,
池谷和志,,,いけたにかずゆき,p,1981年02月18日,,,
髙木晋哉,,,たかぎしんや,p,1980年08月18日,,,
スペースラジオ,,,すぺーすらじお,u,,,,
フォーリンラブ,,,ふぉーりんらぶ,u,2008年7月1日,https://www.m-1gp.com/combi/10990.html,,
バービー,,,ばーびー,p,1984年01月26日,,,
ハジメ,,,はじめ,p,1984年07月28日,,,
タチマチ,,,たちまち,u,2018年7月20日,https://www.m-1gp.com/combi/7921.html,,
安達周平,,,あだちしゅうへい,p,1992年09月18日,,,
胡内佑介,,,こうちゆうすけ,p,1993年12月26日,,,
ラメ入り,,,らめいり,u,2023年08月25日,https://www.m-1gp.com/combi/19419.html,,
うに,,,うに,p,2002年12月23日,,,
吉川静流,,,よしかわしずる,p,1999年12月22日,,,
ハスキーポーズ,,,はすきーぽーず,u,2020年04月01日,https://www.m-1gp.com/combi/12453.html,,
ただただし,,,ただただし,p,1997年10月27日,,,
リキライス,,,りきらいす,p,1992年10月07日,,,
ナベ,,ハスキーポーズのメンバー,なべ,p,1993年09月11日,,,
釈迦虎,,,しゃかとら,u,2022年06月26日,https://www.m-1gp.com/combi/20998.html,,
岡本峻,,,おかもとしゅん,p,1996年03月05日,,,
久保バトル泰志,,,くぼばとるたいし,p,1998年04月28日,,,
彼岸花,,,ひがんばな,u,2021年04月01日,https://www.m-1gp.com/combi/15688.html,,
田中雄大,,,たなかゆうた,p,1998年08月01日,,,
坂本拓馬,,,さかもとたくま,p,1997年11月30日,,,
マーティー,,,まーてぃー,u,2020年08月01日,https://www.m-1gp.com/combi/13696.html,,
真平,,,しんぺい,p,1996年02月19日,,,
ホソ,,,ほそ,p,1999年12月26日,,,
センリーズ,,,せんりーず,u,2018年04月01日,https://www.m-1gp.com/combi/8189.html,,
テコンドー近藤,,,てこんどーこんどう,p,1991年07月23日,,,
きたしろ,,,きたしろ,p,1992年03月27日,,,
オーパスツー,,,おーぱすつー,u,2018年06月06日,https://www.m-1gp.com/combi/7616.html,,
しんじょう,,,しんじょう,p,1994年04月10日,,,
大ちゃん,,オーパスツーのメンバー,だいちゃん,p,1991年12月18日,,,
ライムギ,,,らいむぎ,u,2019年08月31日,https://www.m-1gp.com/combi/11930.html,,
れんぺい,,,れんぺい,p,1996年04月28日,,,
なつみ,,,なつみ,p,1995年08月07日,,,
チューリップフィクサー,,,ちゅーりっぷふぃくさー,u,2021年5月1日,https://www.m-1gp.com/combi/15460.html,,
シゲカズです,,,しげかずです,p,1982年04月06日,,,
白桃ピーチよぴぴ,,,はくとうぴーちよぴぴ,p,,,,
空前メテオ,,,くうまえめてお,u,2019年4月24日,https://www.m-1gp.com/combi/9803.html,,
茶屋,,,ちゃや,p,1998年11月19日,,,
大門正尚,,,おおかどまさなお,p,1999年01月27日,,,
マーメイド,,,まーめいど,u,2021年4月,https://www.m-1gp.com/combi/15137.html,,
テクニック。,,,てくにっく,p,1992年07月23日,,,
田村境祐,,,たむらきょうすけ,p,1998年11月26日,,,
カシスオレンジ,,,かしすおれんじ,u,2014年04月01日,https://www.m-1gp.com/combi/1671.html,,
仲本新,,,なかもとあらた,p,1990年07月06日,,,
ポッポ,,,ぽっぽ,p,1991年01月26日,,,
ザ・布団,,,ざぶとん,u,2022年6月1日,https://www.m-1gp.com/combi/19623.html,,
江原,,,えばら,p,1989年01月16日,,,
TNB,,,てぃえぬびぃ,p,1991年11月28日,,,
牛ぺぺ,,,ぎゅうぺぺ,u,2019年03月07日,https://www.m-1gp.com/combi/9742.html,,
ゆたか,,,ゆたか,p,1985年11月09日,,,
おねえちゃん,,,おねえちゃん,p,1984年09月30日,,,
愛凛冴,,,ありさ,u,2023年8月8日,https://www.m-1gp.com/combi/21019.html,,
玲二,,,れいじ,p,1999年03月21日,,,
横山,,,よこやま,p,1992年04月24日,,,
三遊間,,,さんゆうかん,u,2019年5月1日,https://www.m-1gp.com/combi/9969.html,,
さくらい,,,さくらい,p,1996年05月25日,,,
稲継諒,,,いなつぐりょう,p,1995年09月26日,,,
黒帯,,,くろおび,u,2010年10月1日,https://www.m-1gp.com/combi/717.html,,
てらうち,,,てらうち,p,1987年06月18日,,,
大西進,,,おおにしすすむ,p,1988年01月31日,,,
ツーナッカン,,,つーなっかん,u,2000年12月24日,https://www.m-1gp.com/combi/993.html,,
中山逸紀,,,なかやまいつき,p,1976年05月10日,,,
中本幸一,,,なかもとこういち,p,1976年07月11日,,,
ショウショウ,,,しょうしょう,u,1987年12月,,,
羽田昇平,,,はねだしょうへい,p,1967年07月23日,,,
羽田昇司,,,はねだしょうじ,p,1971年09月10日,,,
アモーン,,,あもーん,u,2006年12月,https://www.m-1gp.com/combi/215.html,,
田村元樹,,,たむらもとき,p,1983年02月03日,,,
関口まじめ,,,せきぐちまじめ,p,1982年07月28日,,,
マユリカ,,,まゆりか,u,2011年4月1日,https://www.m-1gp.com/combi/1164.html,,
中谷,,,なかたに,p,1989年10月23日,,,
マユリカ中谷,,,まゆりかなかたに,p,,,中谷,
阪本,,,さかもと,p,1990年01月07日,,,
カンフーカンフー,,,かんふーかんふー,u,2022年1月5日,https://www.m-1gp.com/combi/18949.html,,
チェン,,,ちぇん,p,1994年04月15日,,,
キムリョンス,,,きむりょんす,p,1992年03月11日,,,
茜250cc,,,あかねにひゃくごじゅうしーしー,u,2020年9月1日,https://www.m-1gp.com/combi/12994.html,,
小泉,,,こいずみ,p,1990年06月24日,,,
善家カズマサ,,,ぜんけかずまさ,p,1994年03月02日,,,
タレンチ,,,たれんち,u,2016年04月01日,https://www.m-1gp.com/combi/3853.html,,
コバタユウ,,,こばたゆう,p,1994年01月07日,,,
芝田大輝,,,しばただいき,p,1994年02月28日,,,
駐輪ガム,,,ちゅうりんがむ,u,2022年2月1日,https://www.m-1gp.com/combi/20128.html,,
南,,,みなみ,p,,,,
トランクス,,,とらんくす,p,,,,
帝国チーズグラタン,,,ていこくちーずぐらたん,u,2013年11月1日,https://www.m-1gp.com/combi/879.html,,
さかけん,,,さかけん,p,1991年10月29日,,,
きのしたさとし,,,きのしたさとし,p,1991年11月30日,,,
涼風,,,すずかぜ,u,2020年10月12日,https://www.m-1gp.com/combi/15639.html,,
2000000000000京,,,にちょうけい,p,1999年09月30日,,,
松尾だいち,,,まつおだいち,p,1999年02月09日,,,
ぐろう,,,ぐろう,u,2019年6月6日,https://www.m-1gp.com/combi/9801.html,,
家村涼太,,,いえむらりょうた,p,1997年08月28日,,,
高松巧,,,たかまつたくみ,p,1997年02月16日,,,
いつもたいしゃ,,,いつもたいしゃ,u,2017年4月1日,https://www.m-1gp.com/combi/3852.html,,
黒田,,,くろだ,p,1990年05月02日,,,
シンジ君,,,しんじくん,p,1991年03月31日,,,
イチオク,,,いちおく,u,2017年10月15日,https://www.m-1gp.com/combi/15780.html,,
ないすケン,,,ないすけん,p,1994年05月02日,,,
タケヤ,,,たけや,p,1994年10月14日,,,
スナフキンズ,,,すなふきんず,u,2017年04月21日,https://www.m-1gp.com/combi/5907.html,,
朝地亮介,,,あさじりょうすけ,p,1993年02月17日,,,
松永ボディ,,,まつながぼでぃ,p,1992年05月09日,,,
ヤマシタマキシ,,,やましたまきし,u,2024年,https://www.m-1gp.com/combi/30483.html,,
やました,,,やました,p,1997年07月21日,,,
真輝志,,,まきし,p,1994年05月08日,,,
からし蓮根,,,からしれんこん,u,2013年4月1日,https://www.m-1gp.com/combi/453.html,,
青空,1,からし蓮根のメンバー,そら,p,1994年02月02日,,,
伊織ラッキー,,,いおりらっきー,p,1993年09月12日,,,
セルライトスパ,,,せるらいとすぱ,u,2009年4月1日,https://www.m-1gp.com/combi/650.html,,
大須賀健剛,,,おおすかけんごう,p,1984年06月01日,,,
セルライトスパ 大須賀,,,せるらいとすぱおおすか,p,,,大須賀健剛,
セルライトスパ大須賀,,,せるらいとすぱおおすか,p,,,大須賀健剛,
肥後裕之,,,ひごひろゆき,p,1985年05月31日,,,
ミキ,,,みき,u,2012年4月,https://www.m-1gp.com/combi/648.html,,
昴生,,,こうせい,p,1986年04月13日,,,
亜生,,,あせい,p,1988年07月22日,,,
オーサカクレオパトラ,,,おーさかくれおぱとら,u,2021年04月14日,https://www.m-1gp.com/combi/14888.html,,
りえちゃん,,,りえちゃん,p,1981年05月27日,,,
かつのぶさん,,,かつのぶさん,p,1987年11月11日,,,
パーティーパーティー,,,ぱーてぃーぱーてぃー,u,2015年02月01日,https://www.m-1gp.com/combi/461.html,,
ひらかわ,,,ひらかわ,p,1986年11月21日,,,
きむきむ,,,きむきむ,p,1991年03月07日,,,
デルマパンゲ,,,でるまぱんげ,u,2009年6月,https://www.m-1gp.com/combi/719.html,,
広木英介,,,ひろきえいすけ,p,1985年08月12日,,,
迫田篤,,,さこだあつし,p,1985年04月14日,,,
TOKYO COOL,,,とーきょうくーる,u,2015年7月11日,https://www.m-1gp.com/combi/660.html,,
前すすむ,,,まえすすむ,p,1976年02月22日,,,
カンカン,,,かんかん,p,1976年07月14日,,,
アズーロ24,,,あずーろにじゅうよん,u,2017年4月1日,https://www.m-1gp.com/combi/5565.html,,
平賀笙馬,,,ひらがそうま,p,1993年12月20日,,,
加藤祐樹,,,かとうゆうき,p,1993年10月05日,,,
紅しょうが,,,べにしょうが,u,2014年10月1日,https://www.m-1gp.com/combi/454.html,,
熊元プロレス,,,くまもとぷろれす,p,1990年11月30日,,,
稲田美紀,,,いなだみき,p,1989年01月30日,,,
マウンテンブック,,,まうんてんぶっく,u,2021年08月01日,https://www.m-1gp.com/combi/17292.html,,
山本ゆずき,,,やまもとゆずき,p,1982年4月6日,,,
ハッピーエンドゆずき,,,はっぴーえんどゆずき,p,,,山本ゆずき,
山本いずみ,,,やまもといずみ,p,1982年8月28日,,,
ハッピーエンド,,,はっぴーえんど,u,,,,
田中慎之介,,,たなかしんのすけ,p,1982年9月27日,,,
123☆45,,,いずみよーこ,u,2009年01月13日,,,
ヨーコ,,,よーこ,p,1979年11月08日,,,
EXIT,,,いぐじっと,u,2017年12月22日,https://www.m-1gp.com/combi/5655.html,,
兼近大樹,,,かねちかだいき,p,1991年05月11日,,,
りんたろー。,,,りんたろー,p,1986年03月06日,,,
きつね日和,,,きつねびより,u,2019年10月01日,https://www.m-1gp.com/combi/11221.html,,
松本昌大,,,まつもとまさひろ,p,1994年01月14日,,,
おいなり達也,,,おいなりたつや,p,1994年12月16日,,,
マリーマリー,,,まりーまりー,u,2019年7月1日,https://www.m-1gp.com/combi/10210.html,,
えびちゃん,,,えびちゃん,p,1995年09月30日,,,
タコス,,,たこす,p,1995年04月22日,,,
じぐざぐ,,,じぐざぐ,u,2010年5月30日,https://www.m-1gp.com/combi/789.html,,
阿部未来,,,あべまさき,p,1988年03月19日,,,
ジャンプ,,,じゃんぷ,p,1986年08月28日,,,
キンボシ,,,きんぼし,u,2013年05月31日,https://www.m-1gp.com/combi/1318.html,,
有宗先生,,,ありむねせんせい,p,1984年03月19日,,,
西田淳裕,,,にしだあつひろ,p,1987年08月02日,,,
連合稽古,,,れんごうけいこ,u,,,,
めっちゃ,,,めっちゃ,p,1988年11月11日,,,
あかつ,,,あかつ,p,1981年5月22日,,,
ゆんぼだんぷ,,,ゆんぼだんぷ,u,2008年1月,https://www.m-1gp.com/combi/833.html,,
カシューナッツ,,,かしゅーなっつ,p,1986年9月19日,,,
藤原大輔,,,ふじわらだいすけ,p,1984年2月25日,,,
戦慄のピーカブー,,,せんりつのぴーかぶー,u,2021年01月01日,https://www.m-1gp.com/combi/16668.html,,
渋木プロテインおやじ,,,しぶきぷろていんおやじ,p,1993年3月13日,,,
いしはらあゆむ,,,いしはらあゆむ,p,1994年12月16日,,,
カナメストーン,,,かなめすとーん,u,2010年4月1日,https://www.m-1gp.com/combi/2942.html,,
零士,,,れいじ,p,1986年12月19日,,,
山口誠,,,やまぐちまこと,p,1986年06月24日,,,
ちゃんぴおんず,,,ちゃんぴおんず,u,2021年4月1日,https://www.m-1gp.com/combi/18396.html,,
大ちゃん,1,ちゃんぴおんずのメンバー,だいちゃん,p,1991年01月11日,,,
日本一おもしろい大崎,,,にほんいちおもしろいおおさき,p,1990年03月05日,,,
ガスマスクガール,,,がすますくがーる,u,2008年3月,,,
畠山達也,,,はたけやまたつや,p,1984年11月24日,,,
ネコニスズ,,,ねこにすず,u,2012年2月,https://www.m-1gp.com/combi/417.html,,
舘野忠臣,,,たてのただおみ,p,1983年02月09日,,,
ヤマゲン,,,やまげん,p,1987年01月26日,,,
ラパルフェ,,,らぱるふぇ,u,2018年04月01日,https://www.m-1gp.com/combi/8759.html,,
尾身智志,,,おみさとし,p,1994年07月10日,,,
都留拓也,,,つるたくや,p,1994年06月03日,,,
ラパルフェ 都留,,,らぱるふぇつる,p,,,都留拓也,
ぱろぱろ,,,ぱろぱろ,u,2016年07月04日,https://www.m-1gp.com/combi/3683.html,,
わだあきや,,,わだあきや,p,1992年12月09日,,,
大久保健,,,おおくぼけん,p,1993年10月30日,,,
無尽蔵,,,むじんぞう,u,2018年05月19日,https://www.m-1gp.com/combi/9511.html,,
やまぎわ,,,やまぎわ,p,1999年06月23日,,,
野尻,,,のじり,p,1998年08月14日,,,
夕げ,,,ゆうげ,u,2020年5月01日,https://www.m-1gp.com/combi/21924.html,,
石井,,夕げのメンバー,いしい,p,1997年08月07日,,,
鈴木マキアート,,,すずきまきあーと,p,1995年04月13日,,,
ボブのコーラ,,,ぼぶのこーら,u,2023年04月01日,https://www.m-1gp.com/combi/19069.html,,
とあ,,,とあ,p,2002年05月02日,,,
本田たかお,,,ほんだたかお,p,2002年09月18日,,,
ヤッホイ,,,やっほい,u,2023年04月01日,https://www.m-1gp.com/combi/32816.html,,
永井,,,ながい,p,2000年8月8日,,,
泉,,,いずみ,p,2000年4月5日,,,
パパパスタ!?,,,ぱぱぱすた,u,2022年07月07日,https://www.m-1gp.com/combi/26482.html,,
惹女香花,,,ひきめかぎばな,p,2001年12月7日,,,
なにわスワンキーズ,,,なにわすわんきーず,u,2013年2月1日,https://www.m-1gp.com/combi/4360.html,,
こじまラテ,,,こじまらて,p,1983年11月21日,,,
じゅんぺぇ,,,じゅんぺぇ,p,1989年03月07日,,,
シモリュウ,,,しもりゅう,u,2023年07月01日,https://www.m-1gp.com/combi/24685.html,,
前田龍二,,,まえだりゅうじ,p,1988年05月20日,,,
シモタ,,,しもた,p,1993年05月15日,,,
コウテイ,,,こうてい,u,2013年4月1日,https://www.m-1gp.com/combi/875.html,,
九条ジョー,,,くじょうじょー,p,,,,
スロッピ,,,すろっぴ,u,2021年02月01日,https://www.m-1gp.com/combi/15505.html,,
ななえ,,,ななえ,p,1988年04月15日,,,
松間サタデー,,,まつまさたでー,p,1986年12月05日,,,
ワラバランス,,,わらばらんす,u,2012年9月1日,https://www.m-1gp.com/combi/1880.html,,
宮崎,,,みやざき,p,1984年08月01日,,,
盛田シンプルイズベスト,,,もりたしんぷるいずべすと,p,1989年02月23日,,,
オダウエダ,,,おだうえだ,u,2014年4月4日,https://www.m-1gp.com/combi/507.html,,
植田紫帆,,,うえだしほ,p,1991年07月01日,,,
小田結希,,,おだゆうき,p,1995年06月26日,,,
デニス,,,でにす,u,2010年4月1日,https://www.m-1gp.com/combi/1520.html,,
松下宣夫,,,まつしたのぶお,p,1984年05月28日,,,
植野行雄,,,うえのゆきお,p,1982年07月17日,,,
おとうふ,,,おとうふ,u,2019年10月31日,https://www.m-1gp.com/combi/11783.html,,
山中伸之,,,やまなかのぶゆき,p,1990年09月26日,,,
武藤バブルス,,,むとうばぶるす,p,1995年09月03日,,,
シカゴ実業,,,しかごじつぎょう,u,2016年10月,https://www.m-1gp.com/combi/4712.html,,
中川ひちゃゆき,,,なかがわひちゃゆき,p,1986年05月03日,,,
山本プロ野球,,,やまもとぷろやきゅう,p,1989年11月26日,,,
乙女ブレンド,,,おとめぶれんど,u,2021年06月01日,https://www.m-1gp.com/combi/20702.html,,
イツキ,,,いつき,p,2002年04月25日,,,
アソヌマ,,,あそぬま,p,2002年04月24日,,,
